,cusip,tic,ticker,extraction_info,totals,extracted,errors,flag_tag,move_error
20499,294628102,EQC,EQC,"27, 27, 0, []",27,27,0,1,0
20524,91359E105,UHT,UHT,"26, 26, 0, []",26,26,0,1,0
20566,151020104,CELG,CELG,"24, 24, 0, []",24,24,0,1,0
20636,302051206,XIDEQ,XIDEQ,"20, 20, 0, []",20,20,0,1,0
20644,636637100,NLMP,NLMP,"10, 10, 0, []",10,10,0,1,0
20687,36164V305,GLIBA,GLIBA,"25, 25, 0, []",25,25,0,1,0
20777,451100101,IEP,IEP,"26, 26, 0, []",26,26,0,1,0
20825,03999X914,ASN.2,ASN,"6, 6, 0, []",6,6,0,1,1
20826,98978V103,ZTS,ZTS,"8, 8, 0, []",8,8,0,1,0
20936,020409108,AFAM,AFAM,"23, 23, 0, []",23,23,0,1,0
20950,303250104,FICO,FICO,"25, 25, 0, []",25,25,0,1,0
20972,815677109,SDNA,SDNA,"13, 13, 0, []",13,13,0,1,0
21040,866142102,SMLP,SMLP,"8, 8, 0, []",8,8,0,1,0
21062,62482R107,COOP,COOP,"20, 20, 0, []",20,20,0,1,0
21230,934390402,WRC,WRC,"19, 19, 0, []",19,19,0,1,0
21297,159109107,CAON,CAON,"11, 11, 0, []",11,11,0,1,0
21320,184496107,CLH,CLH,"26, 26, 0, []",26,26,0,1,0
21521,232517102,CYBE,CYBE,"23, 23, 0, []",23,23,0,1,0
21616,452439201,DISK,DISK,"18, 18, 0, []",18,18,0,1,0
21675,360271100,FULT,FULT,"25, 25, 0, []",25,25,0,1,0
21725,195493309,CBCGQ,CBCGQ,"14, 14, 0, []",14,14,0,1,0
21783,38116G204,GORV,GORV,"15, 15, 0, []",15,15,0,1,0
21803,957090103,WABC,WABC,"27, 27, 0, []",27,27,0,1,0
21916,082657107,BNT.3,BNT,"13, 13, 0, []",13,13,0,1,0
21930,009728106,AKRX,AKRX,"25, 25, 0, []",25,25,0,1,0
21954,731068102,PII,PII,"26, 26, 0, []",26,26,0,1,0
22001,45845P108,ICPT,ICPT,"8, 8, 0, []",8,8,0,1,0
22010,021441100,ALTR.1,ALTR,"3, 3, 0, []",3,3,0,1,0
22119,723787107,PXD,PXD,"23, 23, 0, []",23,23,0,1,0
22138,911684108,USM,USM,"27, 27, 0, []",27,27,0,1,0
22177,761230101,RESP,RESP,"13, 13, 0, []",13,13,0,1,0
22178,36238G102,GSIC,GSIC,"16, 16, 0, []",16,16,0,1,0
22287,835898107,BID,BID,"26, 26, 0, []",26,26,0,1,0
22299,595125105,NOIZ,NOIZ,"5, 5, 0, []",5,5,0,1,0
22358,00101J106,ADT.4,ADT,"2, 2, 0, []",2,2,0,1,0
22395,19244C109,COGN,COGN,"8, 8, 0, []",8,8,0,1,0
22397,897835203,TRDY,TRDY,"2, 2, 0, []",2,2,0,1,0
22401,94106L109,WM,WM,"25, 25, 0, []",25,25,0,1,0
22430,84916A104,RBI,RBI,"5, 5, 0, []",5,5,0,1,0
22438,453096208,IPSU,IPSU,"19, 19, 0, []",19,19,0,1,0
22483,881624209,TEVA,TEVA,"3, 3, 0, []",3,3,0,1,0
22578,03760F100,ATCS,ATCS,"3, 3, 0, []",3,3,0,1,0
22702,676220106,ODP,ODP,"27, 27, 0, []",27,27,0,1,0
22720,644206104,NEN,NEN,"24, 24, 0, []",24,24,0,1,0
23400,039380407,ARCH,ARCH,"23, 23, 0, []",23,23,0,1,0
23413,218683100,CMT,CMT,"23, 23, 0, []",23,23,0,1,0
23626,55303J106,MGPI,MGPI,"27, 27, 0, []",27,27,0,1,0
23657,88554D205,DDD,DDD,"24, 24, 0, []",24,24,0,1,0
23748,00831X102,AFTM,AFTM,"11, 11, 0, []",11,11,0,1,0
23761,50540R409,LH,LH,"26, 26, 0, []",26,26,0,1,0
24055,98420V107,MESG,MESG,"4, 4, 0, []",4,4,0,1,0
24135,531914109,LWAY,LWAY,"12, 12, 0, []",12,12,0,1,0
24165,12663P107,CVRR,CVRR,"6, 6, 0, []",6,6,0,1,0
24612,961684206,WWR,WWR,"20, 20, 0, []",20,20,0,1,0
24637,896215209,TRS,TRS,"21, 21, 0, []",21,21,0,1,0
24653,25811P852,DRLCQ,DRLCQ,"21, 21, 0, []",21,21,0,1,0
24700,41754V202,HNR,HNR,"22, 22, 0, []",22,22,0,1,0
24710,676121106,OPIX,OPIX,"15, 15, 0, []",15,15,0,1,0
24819,055630107,BPT,BPT,"27, 27, 0, []",27,27,0,1,0
25159,72799Y935,PGRA.1,PGRA,"8, 8, 0, []",8,8,0,1,0
25164,09073M104,TECH,TECH,"25, 25, 0, []",25,25,0,1,0
25177,45885E203,IAX,IAX,"6, 6, 0, []",6,6,0,1,0
25194,G037AX101,AMBA,AMBA,"7, 7, 0, []",7,7,0,1,0
25232,291345106,EMIS,EMIS,"21, 21, 0, []",21,21,0,1,0
25337,444863104,HGEN,HGEN,"7, 7, 0, []",7,7,0,1,0
25407,G81276100,SIG,SIG,"10, 10, 0, []",10,10,0,1,0
25420,855030102,SPLS,SPLS,"22, 22, 0, []",22,22,0,1,0
25475,78472M106,SRAX,SRAX,"7, 7, 0, []",7,7,0,1,0
25543,063671101,BMO,BMO,"1, 1, 0, []",1,1,0,1,0
25595,064149107,BNS,BNS,"6, 6, 0, []",6,6,0,1,0
25993,645526112,NWRZ,NWRZ,"13, 13, 0, []",13,13,0,1,0
26011,668771108,NLOK,NLOK,"25, 25, 0, []",25,25,0,1,0
26132,74836W203,QRHC,QRHC,"11, 11, 0, []",11,11,0,1,0
26236,00287Y109,ABBV,ABBV,"8, 8, 0, []",8,8,0,1,0
26396,712704105,PBCT,PBCT,"14, 14, 0, []",14,14,0,1,0
26632,640491106,NEOG,NEOG,"21, 21, 0, []",21,21,0,1,0
26684,52736R102,LEVI,LEVI,"20, 20, 0, []",20,20,0,1,0
26697,521865204,LEA,LEA,"27, 27, 0, []",27,27,0,1,0
26754,09739D100,BCC,BCC,"8, 8, 0, []",8,8,0,1,0
26787,02650U201,AHII,AHII,"2, 2, 0, []",2,2,0,1,0
27016,518415104,LSCC,LSCC,"26, 26, 0, []",26,26,0,1,0
27051,96524V106,WHF,WHF,"7, 7, 0, []",7,7,0,1,0
27104,023912108,AMFIQ,AMFIQ,"15, 15, 0, []",15,15,0,1,0
27125,87724P106,TMHC,TMHC,"7, 7, 0, []",7,7,0,1,0
27178,048209100,AAME,AAME,"24, 24, 0, []",24,24,0,1,0
27216,06652B103,BKUNQ,BKUNQ,"12, 12, 0, []",12,12,0,1,0
27323,253798102,DGII,DGII,"25, 25, 0, []",25,25,0,1,0
27384,09074M202,BSTG,BSTG,"6, 6, 0, []",6,6,0,1,0
27478,315831107,FSBI,FSBI,"14, 14, 0, []",14,14,0,1,0
27794,761299106,RTRX,RTRX,"12, 12, 0, []",12,12,0,1,0
27828,44558T100,HCFT,HCFT,"6, 6, 0, []",6,6,0,1,0
27841,42225K106,HIIQ,HIIQ,"8, 8, 0, []",8,8,0,1,0
27926,87299F939,TPH.3,TPH,"8, 8, 0, []",8,8,0,1,0
27945,65080T102,NBBC,NBBC,"20, 20, 0, []",20,20,0,1,0
28028,41284E100,HARL,HARL,"13, 13, 0, []",13,13,0,1,0
28107,67103X102,OFG,OFG,"24, 24, 0, []",24,24,0,1,0
28176,302104104,XONE,XONE,"7, 7, 0, []",7,7,0,1,0
28269,319395109,FCAL.1,FCAL,"7, 7, 0, []",7,7,0,1,0
28305,637546102,NSEC,NSEC,"23, 23, 0, []",23,23,0,1,0
28341,638904102,NAVG,NAVG,"24, 24, 0, []",24,24,0,1,0
28519,78486Q101,SIVB,SIVB,"25, 25, 0, []",25,25,0,1,0
28601,929328102,WSFS,WSFS,"25, 25, 0, []",25,25,0,1,0
28675,92934C101,WSB,WSB,"5, 5, 0, []",5,5,0,1,0
28687,947890109,WBS,WBS,"25, 25, 0, []",25,25,0,1,0
28737,929251874,WHCI,WHCI,"10, 10, 0, []",10,10,0,1,0
28741,220873103,CORSQ,CORSQ,"14, 14, 0, []",14,14,0,1,0
28752,780081105,RBPAA,RBPAA,"21, 21, 0, []",21,21,0,1,0
28775,000868109,ACNB,ACNB,"26, 26, 0, []",26,26,0,1,0
28924,09062W204,BLFS,BLFS,"14, 14, 0, []",14,14,0,1,0
28993,87484T108,TALO,TALO,"1, 1, 0, []",1,1,0,1,0
29083,909907107,UBSI,UBSI,"26, 26, 0, []",26,26,0,1,0
29323,88165N204,TTPH,TTPH,"6, 6, 0, []",6,6,0,1,0
29409,072788102,BYLK,BYLK,"21, 21, 0, []",21,21,0,1,0
29553,45384B106,IBTX,IBTX,"7, 7, 0, []",7,7,0,1,0
29674,126128107,CCNE,CCNE,"25, 25, 0, []",25,25,0,1,0
29721,607525102,MODN,MODN,"7, 7, 0, []",7,7,0,1,0
29761,03874P101,PETX,PETX,"6, 6, 0, []",6,6,0,1,0
29823,75956B101,RBNC,RBNC,"5, 5, 0, []",5,5,0,1,0
29911,04208T108,AHH,AHH,"7, 7, 0, []",7,7,0,1,0
29942,837841105,TSFG,TSFG,"16, 16, 0, []",16,16,0,1,0
30263,282644202,EKSO,EKSO,"7, 7, 0, []",7,7,0,1,0
30386,952145209,WCBO,WCBO,"19, 19, 0, []",19,19,0,1,0
30465,29428V104,EPZM,EPZM,"7, 7, 0, []",7,7,0,1,0
30622,164024101,CHMG,CHMG,"25, 25, 0, []",25,25,0,1,0
30740,202736104,CWBS,CWBS,"9, 9, 0, []",9,9,0,1,0
30781,737010108,PTLA,PTLA,"7, 7, 0, []",7,7,0,1,0
30798,85208M102,SFM,SFM,"7, 7, 0, []",7,7,0,1,0
30956,156504300,CCS,CCS,"6, 6, 0, []",6,6,0,1,0
31019,105861207,BMIX,BMIX,"7, 7, 0, []",7,7,0,1,0
31027,300439106,EVRYQ,EVRYQ,"3, 3, 0, []",3,3,0,1,0
31066,172922106,CZNC,CZNC,"26, 26, 0, []",26,26,0,1,0
31157,302520101,FNB,FNB,"25, 25, 0, []",25,25,0,1,0
31191,879181105,TLRA,TLRA,"6, 6, 0, []",6,6,0,1,0
31251,74709P103,PWCO,PWCO,"16, 16, 0, []",16,16,0,1,0
31303,31788H303,FNJN,FNJN,"12, 12, 0, []",12,12,0,1,0
31417,29664W105,ESPR,ESPR,"7, 7, 0, []",7,7,0,1,0
31451,30049G104,EVOK,EVOK,"6, 6, 0, []",6,6,0,1,0
31461,76132B106,SALE,SALE,"4, 4, 0, []",4,4,0,1,0
31543,00182C103,ANIP,ANIP,"15, 15, 0, []",15,15,0,1,0
31603,01643A207,WTER,WTER,"7, 7, 0, []",7,7,0,1,0
31633,319829107,FCF,FCF,"27, 27, 0, []",27,27,0,1,0
31688,302515101,FNBG,FNBG,"17, 17, 0, []",17,17,0,1,0
31766,98872B104,YUME,YUME,"4, 4, 0, []",4,4,0,1,0
31807,86181Q300,SGM,SGM,"4, 4, 0, []",4,4,0,1,0
31845,18539C204,CWEN,CWEN,"7, 7, 0, []",7,7,0,1,0
31900,80283M101,SC,SC,"7, 7, 0, []",7,7,0,1,0
31909,320734106,FLIC,FLIC,"25, 25, 0, []",25,25,0,1,0
31952,912008109,USFD,USFD,"4, 4, 0, []",4,4,0,1,0
31978,35138V102,FOXF,FOXF,"7, 7, 0, []",7,7,0,1,0
31988,172464109,CINR,CINR,"7, 7, 0, []",7,7,0,1,0
32020,319383204,BUSE,BUSE,"25, 25, 0, []",25,25,0,1,0
32147,31947W100,FCEC,FCEC,"15, 15, 0, []",15,15,0,1,0
32258,277802302,EAST,EAST,"7, 7, 0, []",7,7,0,1,0
32280,53630X104,LPCN,LPCN,"8, 8, 0, []",8,8,0,1,0
32304,33830X104,FPRX,FPRX,"7, 7, 0, []",7,7,0,1,0
32492,45378A106,IRT,IRT,"10, 10, 0, []",10,10,0,1,0
32508,45781N109,INVS,INVS,"5, 5, 0, []",5,5,0,1,0
32533,451622203,IPWR,IPWR,"6, 6, 0, []",6,6,0,1,0
32620,04300F105,ACTL,ACTL,"14, 14, 0, []",14,14,0,1,0
32623,233242106,BINDQ,BINDQ,"3, 3, 0, []",3,3,0,1,0
32717,03823U102,AAOI,AAOI,"7, 7, 0, []",7,7,0,1,0
32764,05460X406,AXPWQ,AXPWQ,"10, 10, 0, []",10,10,0,1,0
32790,74966G101,ROIQ,ROIQ,"2, 2, 0, []",2,2,0,1,0
32845,15089R102,CPXX,CPXX,"4, 4, 0, []",4,4,0,1,0
32905,50187T106,LGIH,LGIH,"7, 7, 0, []",7,7,0,1,0
32913,76680R206,RNG,RNG,"7, 7, 0, []",7,7,0,1,0
32930,315785105,FGL,FGL,"4, 4, 0, []",4,4,0,1,0
33080,922475108,VEEV,VEEV,"6, 6, 0, []",6,6,0,1,0
33104,69370C100,PTC,PTC,"25, 25, 0, []",25,25,0,1,0
33371,56166H104,MA.,MA,"18, 18, 0, []",18,18,0,1,0
33481,46246F202,IOFB,IOFB,"10, 10, 0, []",10,10,0,1,0
33509,03879N101,ARCX,ARCX,"4, 4, 0, []",4,4,0,1,0
33515,67091N108,OCIP,OCIP,"5, 5, 0, []",5,5,0,1,0
33542,90184L102,TWTR,TWTR,"7, 7, 0, []",7,7,0,1,0
33564,38000Q102,GLYC,GLYC,"7, 7, 0, []",7,7,0,1,0
33607,G1190F107,BCRH,BCRH,"7, 7, 0, []",7,7,0,1,0
33637,74348A467,NOBL,NOBL,"11, 11, 0, []",11,11,0,1,0
33694,98401F105,XNCR,XNCR,"7, 7, 0, []",7,7,0,1,0
33804,88165U109,TLOG,TLOG,"3, 3, 0, []",3,3,0,1,0
33820,759531106,RLYP,RLYP,"3, 3, 0, []",3,3,0,1,0
33847,G6855A103,OXFD,OXFD,"7, 7, 0, []",7,7,0,1,0
33890,566324109,MMI,MMI,"7, 7, 0, []",7,7,0,1,0
34032,922280102,VRNS,VRNS,"6, 6, 0, []",6,6,0,1,0
34041,05978R107,BTFG,BTFG,"17, 17, 0, []",17,17,0,1,0
34089,640098109,NEFB,NEFB,"10, 10, 0, []",10,10,0,1,0
34232,451731103,RXDX,RXDX,"5, 5, 0, []",5,5,0,1,0
34237,09072V402,BIOC,BIOC,"6, 6, 0, []",6,6,0,1,0
34309,677719106,OVBC,OVBC,"23, 23, 0, []",23,23,0,1,0
34350,90400D108,RARE,RARE,"7, 7, 0, []",7,7,0,1,0
34464,74978Q105,RSPP,RSPP,"5, 5, 0, []",5,5,0,1,0
34471,00181T107,AMRK,AMRK,"6, 6, 0, []",6,6,0,1,0
34484,92719W207,VNCE,VNCE,"6, 6, 0, []",6,6,0,1,0
34497,232751107,CELP,CELP,"6, 6, 0, []",6,6,0,1,0
34526,14070B309,CAPR,CAPR,"11, 11, 0, []",11,11,0,1,0
34533,665809109,NTIC,NTIC,"12, 12, 0, []",12,12,0,1,0
34551,38147W103,GMZ,GMZ,"21, 21, 0, []",21,21,0,1,0
34608,292480100,ENBL,ENBL,"6, 6, 0, []",6,6,0,1,0
34696,700658107,PRK,PRK,"24, 24, 0, []",24,24,0,1,0
34818,832449102,SMTB,SMTB,"9, 9, 0, []",9,9,0,1,0
34882,762760106,RICE,RICE,"4, 4, 0, []",4,4,0,1,0
35022,698477106,PHX,PHX,"18, 18, 0, []",18,18,0,1,0
35409,51509F105,LE,LE,"14, 14, 0, []",14,14,0,1,0
35419,14174T107,CTRE,CTRE,"6, 6, 0, []",6,6,0,1,0
35464,62472C201,XDSL,XDSL,"19, 19, 0, []",19,19,0,1,0
35634,04911A107,AUB,AUB,"24, 24, 0, []",24,24,0,1,0
35768,46090R104,ICMB,ICMB,"6, 6, 0, []",6,6,0,1,0
35832,14862Q100,CSLT,CSLT,"6, 6, 0, []",6,6,0,1,0
35918,05590V106,ZBK.,ZBK,"27, 27, 0, []",27,27,0,1,0
36037,002121101,ATEN,ATEN,"6, 6, 0, []",6,6,0,1,0
36047,178587101,CIO,CIO,"6, 6, 0, []",6,6,0,1,0
36078,00972D105,AKBA,AKBA,"5, 5, 0, []",5,5,0,1,0
36187,400110102,GRUB,GRUB,"6, 6, 0, []",6,6,0,1,0
36229,969465608,WMCO,WMCO,"18, 18, 0, []",18,18,0,1,0
36381,87265K102,TSLX,TSLX,"9, 9, 0, []",9,9,0,1,0
36436,02318Y108,AMBR,AMBR,"5, 5, 0, []",5,5,0,1,0
36465,58506Q109,MEDP,MEDP,"4, 4, 0, []",4,4,0,1,0
36614,014339105,ALDR,ALDR,"5, 5, 0, []",5,5,0,1,0
36657,G7234P100,LENSF,LENSF,"5, 5, 0, []",5,5,0,1,0
36664,05544A109,BGSF,BGSF,"6, 6, 0, []",6,6,0,1,0
36802,98979J109,ZOES,ZOES,"4, 4, 0, []",4,4,0,1,0
36811,71742Q106,PAHC,PAHC,"13, 13, 0, []",13,13,0,1,0
36843,00790R104,WMS,WMS,"5, 5, 0, []",5,5,0,1,1
36876,58503D200,MDIT,MDIT,"18, 18, 0, []",18,18,0,1,0
36881,397888108,GW,GW,"13, 13, 0, []",13,13,0,1,0
36882,G73268107,QTNT,QTNT,"6, 6, 0, []",6,6,0,1,0
36964,040098303,ARET,ARET,"11, 11, 0, []",11,11,0,1,0
36981,810186106,SMG,SMG,"26, 26, 0, []",26,26,0,1,0
37035,03878K207,ARCW.1,ARCW,"17, 17, 0, []",17,17,0,1,0
37066,603380106,NERV,NERV,"6, 6, 0, []",6,6,0,1,0
37119,67011P100,DNOW,DNOW,"6, 6, 0, []",6,6,0,1,0
37224,64976L208,NYRT,NYRT,"9, 9, 0, []",9,9,0,1,0
37283,502100100,LNBB,LNBB,"21, 21, 0, []",21,21,0,1,0
37299,701877102,PE,PE,"6, 6, 0, []",6,6,0,1,0
37396,87377X109,TAG,TAG,"17, 17, 0, []",17,17,0,1,0
37534,379606106,GLRI,GLRI,"2, 2, 0, []",2,2,0,1,0
37551,171278104,NEXT.4,NEXT,"5, 5, 0, []",5,5,0,1,0
37553,03990B101,ARES,ARES,"6, 6, 0, []",6,6,0,1,0
37680,74640J109,PBI.,PBI,"27, 27, 0, []",27,27,0,1,1
37826,38119T807,GSS,GSS,"17, 17, 0, []",17,17,0,1,0
37993,69318Q104,PBFX,PBFX,"6, 6, 0, []",6,6,0,1,0
38031,01374T102,ABDC,ABDC,"5, 5, 0, []",5,5,0,1,0
38322,92242T101,VEC,VEC,"6, 6, 0, []",6,6,0,1,0
38356,83587V108,ROKA,ROKA,"3, 3, 0, []",3,3,0,1,0
38583,88104R209,TERP,TERP,"5, 5, 0, []",5,5,0,1,0
38696,17275R102,CSCO,CSCO,"25, 25, 0, []",25,25,0,1,0
38770,46123X409,INVT,INVT,"14, 14, 0, []",14,14,0,1,0
39097,M84108105,RNAI,RNAI,"8, 8, 0, []",8,8,0,1,0
39103,13765N107,CNNE,CNNE,"3, 3, 0, []",3,3,0,1,0
39212,67576A100,OCUL,OCUL,"5, 5, 0, []",5,5,0,1,0
39385,58461X107,MDNU,MDNU,"8, 8, 0, []",8,8,0,1,0
39404,60979P105,MORE,MORE,"9, 9, 0, []",9,9,0,1,0
39439,M8216Q200,RWLK,RWLK,"5, 5, 0, []",5,5,0,1,0
39466,44052H107,HOG.,HOG,"27, 27, 0, []",27,27,0,1,1
39514,315721407,FCSC,FCSC,"16, 16, 0, []",16,16,0,1,0
39526,024600108,ABMC,ABMC,"12, 12, 0, []",12,12,0,1,0
39546,68906L105,OTIC,OTIC,"6, 6, 0, []",6,6,0,1,0
39587,91828K203,VPGC,VPGC,"12, 12, 0, []",12,12,0,1,0
39613,584690309,MRX,MRX,"17, 17, 0, []",17,17,0,1,0
39618,585013105,MZEIQ,MZEIQ,"14, 14, 0, []",14,14,0,1,0
39721,91730T201,USCS,USCS,"5, 5, 0, []",5,5,0,1,0
39794,576817209,MATR.,MATR,"19, 19, 0, []",19,19,0,1,0
39996,007928104,ADVR,ADVR,"10, 10, 0, []",10,10,0,1,0
40003,22413E104,CRFT,CRFT,"15, 15, 0, []",15,15,0,1,0
40106,685564106,ORB,ORB,"20, 20, 0, []",20,20,0,1,0
40126,488401100,KMPR,KMPR,"24, 24, 0, []",24,24,0,1,0
40174,91336L107,UNVR,UNVR,"5, 5, 0, []",5,5,0,1,0
40366,178867107,CIVB,CIVB,"23, 23, 0, []",23,23,0,1,0
40457,92854Q106,VSLR,VSLR,"6, 6, 0, []",6,6,0,1,0
40464,13089P101,CALA,CALA,"5, 5, 0, []",5,5,0,1,0
40487,923451108,VBTX,VBTX,"6, 6, 0, []",6,6,0,1,0
40522,12654A101,CNXM,CNXM,"6, 6, 0, []",6,6,0,1,0
40530,456696103,IAIC,IAIC,"11, 11, 0, []",11,11,0,1,0
40557,055710107,BSMLQ,BSMLQ,"9, 9, 0, []",9,9,0,1,0
40693,05348P401,AVNR,AVNR,"20, 20, 0, []",20,20,0,1,0
40787,28470R102,ERI,ERI,"6, 6, 0, []",6,6,0,1,0
40927,443573100,HUBS,HUBS,"6, 6, 0, []",6,6,0,1,0
41077,709311104,PTXP,PTXP,"2, 2, 0, []",2,2,0,1,0
41397,91544A109,UPLD,UPLD,"6, 6, 0, []",6,6,0,1,0
41434,21075N204,MCF,MCF,"16, 16, 0, []",16,16,0,1,0
41691,762819100,RMP,RMP,"4, 4, 0, []",4,4,0,1,0
41814,482686102,KSWS,KSWS,"17, 17, 0, []",17,17,0,1,0
41871,48205A109,JUNO,JUNO,"4, 4, 0, []",4,4,0,1,0
41906,40412C101,HCA,HCA,"26, 26, 0, []",26,26,0,1,0
42258,29257R208,ENCO,ENCO,"9, 9, 0, []",9,9,0,1,0
42336,720795103,PIRS,PIRS,"6, 6, 0, []",6,6,0,1,0
42360,961840105,WTSLQ,WTSLQ,"18, 18, 0, []",18,18,0,1,0
42375,45685L100,HIFR,HIFR,"5, 5, 0, []",5,5,0,1,0
42512,758847404,RAFI,RAFI,"9, 9, 0, []",9,9,0,1,0
42531,40434H104,HTGM,HTGM,"4, 4, 0, []",4,4,0,1,0
42605,07177M103,BXLT,BXLT,"1, 1, 0, []",1,1,0,1,0
42626,879165207,TIKK,TIKK,"24, 24, 0, []",24,24,0,1,0
42646,903213106,UQM,UQM,"25, 25, 0, []",25,25,0,1,0
42778,920256203,VLEN,VLEN,"1, 1, 0, []",1,1,0,1,0
42961,984017103,XHR,XHR,"6, 6, 0, []",6,6,0,1,0
43073,09237E204,BHWB,BHWB,"2, 2, 0, []",2,2,0,1,0
43118,26885J103,EQGP,EQGP,"3, 3, 0, []",3,3,0,1,0
43235,33761G104,FBMI,FBMI,"19, 19, 0, []",19,19,0,1,0
43258,37185X106,GEN,GEN,"12, 12, 0, []",12,12,0,1,0
43271,56062Y102,MSFG,MSFG,"23, 23, 0, []",23,23,0,1,0
43344,29362Y106,ENSL,ENSL,"4, 4, 0, []",4,4,0,1,0
43496,46122W204,INUV,INUV,"13, 13, 0, []",13,13,0,1,0
43534,89055F103,BLD,BLD,"5, 5, 0, []",5,5,0,1,1
43594,842812109,SOCI,SOCI,"9, 9, 0, []",9,9,0,1,0
43601,282539105,CAFD,CAFD,"3, 3, 0, []",3,3,0,1,0
43613,090911207,BIOL,BIOL,"22, 22, 0, []",22,22,0,1,0
43637,29414J107,EVA,EVA,"5, 5, 0, []",5,5,0,1,0
43714,38147U107,GSBD,GSBD,"5, 5, 0, []",5,5,0,1,0
43863,09225M101,BSM,BSM,"5, 5, 0, []",5,5,0,1,0
43940,22282E102,CVA,CVA,"25, 25, 0, []",25,25,0,1,0
43999,45665B106,INFS,INFS,"13, 13, 0, []",13,13,0,1,0
44049,69404P200,PCBC.3,PCBC,"18, 18, 0, []",18,18,0,1,0
44083,20369C106,CHCT,CHCT,"5, 5, 0, []",5,5,0,1,0
44141,420877201,HAYN,HAYN,"23, 23, 0, []",23,23,0,1,0
44154,398743104,GNBA,GNBA,"5, 5, 0, []",5,5,0,1,0
44234,31446L100,FENX,FENX,"2, 2, 0, []",2,2,0,1,0
44383,829205202,SMRL,SMRL,"9, 9, 0, []",9,9,0,1,0
44392,46187J205,IVTY,IVTY,"3, 3, 0, []",3,3,0,1,0
44408,203668108,CYH,CYH,"20, 20, 0, []",20,20,0,1,0
44552,228895108,CCEL,CCEL,"13, 13, 0, []",13,13,0,1,0
44684,344798202,VIFL,VIFL,"5, 5, 0, []",5,5,0,1,0
44704,30227H106,EXTN,EXTN,"5, 5, 0, []",5,5,0,1,0
44710,05614L209,BW,BW,"4, 4, 0, []",4,4,0,1,0
44722,27616L102,EACQ,EACQ,"3, 3, 0, []",3,3,0,1,0
44745,760112201,RTKHQ,RTKHQ,"18, 18, 0, []",18,18,0,1,0
44783,60255W105,MB,MB,"3, 3, 0, []",3,3,0,1,0
44793,90934C105,UAHC,UAHC,"19, 19, 0, []",19,19,0,1,0
44840,03784Y200,APLE,APLE,"12, 12, 0, []",12,12,0,1,0
44849,912909108,X,X,"19, 19, 0, []",19,19,0,1,0
44873,219880101,CCT,CCT,"7, 7, 0, []",7,7,0,1,0
44939,003830106,AXAS,AXAS,"23, 23, 0, []",23,23,0,1,0
44951,023164106,ABCP,ABCP,"23, 23, 0, []",23,23,0,1,0
45021,393221106,GPP,GPP,"5, 5, 0, []",5,5,0,1,0
45048,41755D102,HTA.,HTA,"14, 14, 0, []",14,14,0,1,0
45073,53222Q103,LCUT,LCUT,"23, 23, 0, []",23,23,0,1,0
45172,33767D105,FCFS,FCFS,"24, 24, 0, []",24,24,0,1,0
45205,632307104,NTRA,NTRA,"5, 5, 0, []",5,5,0,1,0
45211,81750R102,MCRB,MCRB,"5, 5, 0, []",5,5,0,1,0
45218,368706206,GNLB,GNLB,"12, 12, 0, []",12,12,0,1,0
45219,02744X104,ADLI,ADLI,"8, 8, 0, []",8,8,0,1,0
45221,583916101,MEDX,MEDX,"13, 13, 0, []",13,13,0,1,0
45246,688582105,OSTE,OSTE,"14, 14, 0, []",14,14,0,1,0
45262,45765Y105,ISIG,ISIG,"24, 24, 0, []",24,24,0,1,0
45277,00130H105,AES,AES,"24, 24, 0, []",24,24,0,1,0
45302,221006109,CRVL,CRVL,"24, 24, 0, []",24,24,0,1,0
45401,87918A105,TDOC,TDOC,"5, 5, 0, []",5,5,0,1,0
45407,665751103,NSFC,NSFC,"17, 17, 0, []",17,17,0,1,0
45439,023139884,AMBC,AMBC,"24, 24, 0, []",24,24,0,1,0
45520,G98294104,XL,XL,"23, 23, 0, []",23,23,0,1,0
45548,92532F100,VRTX,VRTX,"24, 24, 0, []",24,24,0,1,0
45598,118759109,BUCY,BUCY,"17, 17, 0, []",17,17,0,1,0
45643,552848103,MTG,MTG,"24, 24, 0, []",24,24,0,1,0
45669,88870R102,TVTY,TVTY,"24, 24, 0, []",24,24,0,1,0
45719,103197109,BOXL,BOXL,"2, 2, 0, []",2,2,0,1,0
45723,03837J101,AQMS,AQMS,"4, 4, 0, []",4,4,0,1,0
45868,09062X103,BIIB,BIIB,"24, 24, 0, []",24,24,0,1,0
45942,83414A608,SLTZ,SLTZ,"12, 12, 0, []",12,12,0,1,0
45966,683416101,OOMA,OOMA,"4, 4, 0, []",4,4,0,1,0
45979,16706W102,CHMA,CHMA,"4, 4, 0, []",4,4,0,1,0
45998,63633D104,NHI,NHI,"24, 24, 0, []",24,24,0,1,0
46022,795757103,SFPI.,SFPI,"13, 13, 0, []",13,13,0,1,0
46185,78469X107,FLOW,FLOW,"5, 5, 0, []",5,5,0,1,1
46214,78377T107,RHP,RHP,"23, 23, 0, []",23,23,0,1,0
46279,89400J107,TRU,TRU,"8, 8, 0, []",8,8,0,1,0
46305,47089W104,JAN,JAN,"23, 23, 0, []",23,23,0,1,0
46387,45245W109,IMCL.1,IMCL,"12, 12, 0, []",12,12,0,1,0
46438,929566107,WNC,WNC,"24, 24, 0, []",24,24,0,1,0
