,cusip,tic,ticker,extraction_info,totals,extracted,errors,flag_tag,move_error
89813,262241102,DSCM,DSCM,"12, 12, 0, []",12,12,0,1,0
89879,68243Q106,FLWS,FLWS,"21, 21, 0, []",21,21,0,1,0
89895,005094107,ACTA,ACTA,"19, 19, 0, []",19,19,0,1,0
89920,62458M207,MOVE,MOVE,"15, 15, 0, []",15,15,0,1,0
89927,77316P101,ROFO,ROFO,"9, 9, 0, []",9,9,0,1,0
89987,64115T104,NTCT,NTCT,"20, 20, 0, []",20,20,0,1,0
90003,01877R108,ARLP,ARLP,"21, 21, 0, []",21,21,0,1,0
90016,731094108,PTE,PTE,"17, 17, 0, []",17,17,0,1,0
90049,536252109,LIOX,LIOX,"17, 17, 0, []",17,17,0,1,0
90136,50187G104,LICT,LICT,"6, 6, 0, []",6,6,0,1,0
90228,78501P203,SWKH,SWKH,"20, 20, 0, []",20,20,0,1,0
90292,25525P107,DHC,DHC,"21, 21, 0, []",21,21,0,1,0
90335,911268209,UNTD,UNTD,"15, 15, 0, []",15,15,0,1,0
90361,35063R100,FDRY,FDRY,"9, 9, 0, []",9,9,0,1,0
90362,021489109,ATGN,ATGN,"12, 12, 0, []",12,12,0,1,0
90435,983759101,XMSR,XMSR,"11, 11, 0, []",11,11,0,1,0
90463,77587P103,ROME,ROME,"6, 6, 0, []",6,6,0,1,0
90518,17273K109,CIR,CIR,"20, 20, 0, []",20,20,0,1,0
90679,98156Q108,WWE,WWE,"21, 21, 0, []",21,21,0,1,0
90692,11776U300,BSQR,BSQR,"21, 21, 0, []",21,21,0,1,0
90729,63935M208,NAVI.1,NAVI,"6, 6, 0, []",6,6,0,1,1
91135,50077B207,KTOS,KTOS,"21, 21, 0, []",21,21,0,1,0
91301,452521107,IMMR,IMMR,"21, 21, 0, []",21,21,0,1,0
91420,31787A507,FNSR,FNSR,"20, 20, 0, []",20,20,0,1,0
91433,683344105,ONTO,ONTO,"25, 25, 0, []",25,25,0,1,0
91464,62954C109,ZPCM,ZPCM,"18, 18, 0, []",18,18,0,1,0
91486,146534102,CRTN,CRTN,"19, 19, 0, []",19,19,0,1,0
91510,01167P101,ALSK,ALSK,"20, 20, 0, []",20,20,0,1,0
91534,80908T101,SQI,SQI,"11, 11, 0, []",11,11,0,1,0
91590,717098206,PFSW,PFSW,"19, 19, 0, []",19,19,0,1,0
91602,879360105,TDY,TDY,"21, 21, 0, []",21,21,0,1,0
91615,G67543101,OPTV.1,OPTV,"8, 8, 0, []",8,8,0,1,1
91618,072035108,BAYK,BAYK,"21, 21, 0, []",21,21,0,1,0
91676,253807101,DMRC.1,DMRC,"12, 12, 0, []",12,12,0,1,0
91736,36846Q203,GKNT,GKNT,"15, 15, 0, []",15,15,0,1,0
91744,05541T101,BGCP,BGCP,"21, 21, 0, []",21,21,0,1,0
91804,14888B103,CHSI,CHSI,"13, 13, 0, []",13,13,0,1,0
91814,302771100,FABU,FABU,"7, 7, 0, []",7,7,0,1,0
91824,577776107,MAXY,MAXY,"14, 14, 0, []",14,14,0,1,0
91926,743642209,PRTX,PRTX,"12, 12, 0, []",12,12,0,1,0
91998,697062206,PLMT,PLMT,"20, 20, 0, []",20,20,0,1,0
92012,817337405,SQNM,SQNM,"17, 17, 0, []",17,17,0,1,0
92039,695156109,PKG,PKG,"21, 21, 0, []",21,21,0,1,0
92101,05348W307,AVNX,AVNX,"9, 9, 0, []",9,9,0,1,0
92134,00433N106,AUSA,AUSA,"5, 5, 0, []",5,5,0,1,0
92147,577097108,MATR,MATR,"19, 19, 0, []",19,19,0,1,1
92175,92340P209,VRNM,VRNM,"13, 13, 0, []",13,13,0,1,0
92181,72999X935,PEYG.1,PEYG,"1, 1, 0, []",1,1,0,1,0
92211,805423308,SVVS,SVVS,"12, 12, 0, []",12,12,0,1,0
92344,68338T403,ONVI,ONVI,"17, 17, 0, []",17,17,0,1,0
92371,G9310A114,UTSI,UTSI,"11, 11, 0, []",11,11,0,1,0
92454,M81869105,RVSN,RVSN,"3, 3, 0, []",3,3,0,1,0
92497,78403A106,SCOXQ,SCOXQ,"9, 9, 0, []",9,9,0,1,0
92532,918231101,VHGI,VHGI,"7, 7, 0, []",7,7,0,1,0
92554,826919102,SLAB,SLAB,"20, 20, 0, []",20,20,0,1,0
92653,019777101,ALTH,ALTH,"12, 12, 0, []",12,12,0,1,0
92658,04315D400,ARTD,ARTD,"6, 6, 0, []",6,6,0,1,0
92692,55027E102,LMNX,LMNX,"20, 20, 0, []",20,20,0,1,0
92719,21249J105,CNVR,CNVR,"14, 14, 0, []",14,14,0,1,0
92804,501014104,KKD,KKD,"16, 16, 0, []",16,16,0,1,0
92814,59156R108,MET,MET,"20, 20, 0, []",20,20,0,1,0
92838,903844207,ULCM,ULCM,"7, 7, 0, []",7,7,0,1,0
92842,86858W200,SPRT,SPRT,"19, 19, 0, []",19,19,0,1,0
92910,800677106,SGMO,SGMO,"20, 20, 0, []",20,20,0,1,0
92922,30161Q104,EXEL,EXEL,"20, 20, 0, []",20,20,0,1,0
92998,228411104,CRWN,CRWN,"16, 16, 0, []",16,16,0,1,1
93033,60975U207,MGRM,MGRM,"9, 9, 0, []",9,9,0,1,0
93035,784774101,STEC,STEC,"13, 13, 0, []",13,13,0,1,0
93092,72581M305,PXLW,PXLW,"20, 20, 0, []",20,20,0,1,0
93150,85914Q207,SVSN,SVSN,"1, 1, 0, []",1,1,0,1,0
93160,90207C105,TRCB,TRCB,"13, 13, 0, []",13,13,0,1,0
93184,35906A306,FTR,FTR,"26, 26, 0, []",26,26,0,1,0
93242,59514P109,TUNE,TUNE,"10, 10, 0, []",10,10,0,1,0
93280,808627103,SCRX,SCRX,"8, 8, 0, []",8,8,0,1,0
93285,629377508,NRG,NRG,"23, 23, 0, []",23,23,0,1,0
93542,280597204,DIET.1,DIET,"8, 8, 0, []",8,8,0,1,0
93547,37942D302,GDIV,GDIV,"2, 2, 0, []",2,2,0,1,0
93618,12802P307,CBYI,CBYI,"1, 1, 0, []",1,1,0,1,0
93639,70468J106,PIK.2,PIK,"7, 7, 0, []",7,7,0,1,0
93640,87973J108,TZMT,TZMT,"4, 4, 0, []",4,4,0,1,0
93887,67457P309,OCNW,OCNW,"10, 10, 0, []",10,10,0,1,0
93958,553829102,MVC,MVC,"20, 20, 0, []",20,20,0,1,0
94008,863100202,STLW,STLW,"7, 7, 0, []",7,7,0,1,0
94152,449593300,IGOI,IGOI,"14, 14, 0, []",14,14,0,1,0
94190,29362U104,ENTG,ENTG,"20, 20, 0, []",20,20,0,1,0
94208,34999W952,FRXP.1,FRXP,"5, 5, 0, []",5,5,0,1,0
94268,14817C107,SAVA,SAVA,"19, 19, 0, []",19,19,0,1,0
94308,682128103,OVTI,OVTI,"15, 15, 0, []",15,15,0,1,0
94354,832682207,SMTX,SMTX,"19, 19, 0, []",19,19,0,1,0
94378,29382R107,EVC,EVC,"19, 19, 0, []",19,19,0,1,0
94426,040047607,ARNA,ARNA,"20, 20, 0, []",20,20,0,1,0
94457,452327109,ILMN,ILMN,"20, 20, 0, []",20,20,0,1,0
94607,231269200,CRIS,CRIS,"19, 19, 0, []",19,19,0,1,0
94661,116794108,BRKR,BRKR,"19, 19, 0, []",19,19,0,1,0
94722,69372U207,PIOE,PIOE,"17, 17, 0, []",17,17,0,1,0
94825,G1154H107,BEL,BEL,"19, 19, 0, []",19,19,0,1,0
94837,705221208,PIII,PIII,"10, 10, 0, []",10,10,0,1,0
94840,05379X208,AVSR,AVSR,"12, 12, 0, []",12,12,0,1,0
94852,929284107,WJCI,WJCI,"14, 14, 0, []",14,14,0,1,0
94903,86770K102,SRRE,SRRE,"11, 11, 0, []",11,11,0,1,0
94915,46199E939,INSA.1,INSA,"11, 11, 0, []",11,11,0,1,0
94970,87236P602,TDS.C,TDSC,"24, 24, 0, []",24,24,0,1,0
94975,678046103,OBQI,OBQI,"4, 4, 0, []",4,4,0,1,0
94990,615369105,MCO,MCO,"22, 22, 0, []",22,22,0,1,0
95105,37244E107,GEN.3,GEN,"12, 12, 0, []",12,12,0,1,1
95110,92407M206,VRML,VRML,"19, 19, 0, []",19,19,0,1,0
95122,200845105,CMFB,CMFB,"4, 4, 0, []",4,4,0,1,0
95132,266605104,DRRX,DRRX,"20, 20, 0, []",20,20,0,1,0
95169,477046106,JLIC,JLIC,"4, 4, 0, []",4,4,0,1,0
95172,25475V104,DESCQ,DESCQ,"5, 5, 0, []",5,5,0,1,0
95557,45777T102,INNI,INNI,"13, 13, 0, []",13,13,0,1,0
95681,717148100,PDGI,PDGI,"6, 6, 0, []",6,6,0,1,0
95683,87160Y108,SYNP,SYNP,"8, 8, 0, []",8,8,0,1,0
95692,38075N406,GLW.1,GLW,"27, 27, 0, []",27,27,0,1,1
95718,45071R109,XXIA,XXIA,"17, 17, 0, []",17,17,0,1,0
95769,705560100,PEET,PEET,"12, 12, 0, []",12,12,0,1,0
95814,92705T200,VBFC,VBFC,"14, 14, 0, []",14,14,0,1,0
95857,53224K302,LTBR,LTBR,"13, 13, 0, []",13,13,0,1,0
95983,45782B104,INSG,INSG,"19, 19, 0, []",19,19,0,1,0
96051,928566108,VNUS,VNUS,"5, 5, 0, []",5,5,0,1,0
96136,76122Q105,RECN,RECN,"19, 19, 0, []",19,19,0,1,0
96189,147322101,CSCD,CSCD,"12, 12, 0, []",12,12,0,1,0
96223,812578102,SGEN,SGEN,"19, 19, 0, []",19,19,0,1,0
96247,02081R306,APNX,APNX,"3, 3, 0, []",3,3,0,1,0
96250,74163K103,PSGI,PSGI,"2, 2, 0, []",2,2,0,1,0
96253,416906105,HBIO,HBIO,"19, 19, 0, []",19,19,0,1,0
96265,268158201,DVAX,DVAX,"17, 17, 0, []",17,17,0,1,0
96457,004225108,ACAD,ACAD,"16, 16, 0, []",16,16,0,1,0
96472,754055101,RZTIQ,RZTIQ,"5, 5, 0, []",5,5,0,1,0
96513,92699T935,VIIN.1,VIIN,"3, 3, 0, []",3,3,0,1,0
96536,074002205,BGPTQ,BGPTQ,"9, 9, 0, []",9,9,0,1,0
96554,15201P109,CSFL,CSFL,"18, 18, 0, []",18,18,0,1,0
96724,678026105,OIS,OIS,"20, 20, 0, []",20,20,0,1,0
96788,G89982113,TAT,TAT,"11, 11, 0, []",11,11,0,1,0
96819,704551100,BTU,BTU,"21, 21, 0, []",21,21,0,1,0
96863,025199100,AACS,AACS,"8, 8, 0, []",8,8,0,1,0
96960,17461R106,CTZN,CTZN,"9, 9, 0, []",9,9,0,1,0
97044,81724Q107,SNMX,SNMX,"14, 14, 0, []",14,14,0,1,0
97318,31868G100,FIRT,FIRT,"3, 3, 0, []",3,3,0,1,0
97350,87953J102,TSTC,TSTC,"5, 5, 0, []",5,5,0,1,0
97454,N96617118,WMGI,WMGI,"10, 10, 0, []",10,10,0,1,0
97477,76129W105,RVP,RVP,"14, 14, 0, []",14,14,0,1,0
97557,96951A104,WLMS,WLMS,"13, 13, 0, []",13,13,0,1,0
97618,65340V103,NGMC,NGMC,"7, 7, 0, []",7,7,0,1,0
97625,984189100,XPWR,XPWR,"7, 7, 0, []",7,7,0,1,0
97705,05464C101,AAXN,AAXN,"16, 16, 0, []",16,16,0,1,0
97749,G96629103,WLTW,WLTW,"18, 18, 0, []",18,18,0,1,0
97784,689890101,OPCO,OPCO,"11, 11, 0, []",11,11,0,1,0
97795,604697102,MREO.1,MREO,"3, 3, 0, []",3,3,0,1,0
97840,29411J100,EXNT,EXNT,"12, 12, 0, []",12,12,0,1,0
97898,29383V305,EGT,EGT,"10, 10, 0, []",10,10,0,1,0
97975,81941R102,SZSN,SZSN,"1, 1, 0, []",1,1,0,1,0
98032,639050103,NTUS,NTUS,"19, 19, 0, []",19,19,0,1,0
98045,693282105,PDFS,PDFS,"19, 19, 0, []",19,19,0,1,0
98070,35993D957,FLCR.1,FLCR,"12, 12, 0, []",12,12,0,1,0
98448,376535100,GLAD,GLAD,"19, 19, 0, []",19,19,0,1,0
98490,08915P101,BGFV,BGFV,"18, 18, 0, []",18,18,0,1,0
98519,036752103,ANTM,ANTM,"19, 19, 0, []",19,19,0,1,0
98602,00511R854,ACUS,ACUS,"5, 5, 0, []",5,5,0,1,0
98636,67060U208,NPHC,NPHC,"11, 11, 0, []",11,11,0,1,0
98726,98262P101,WW,WW,"20, 20, 0, []",20,20,0,1,0
98783,03073T102,AGP,AGP,"11, 11, 0, []",11,11,0,1,0
98793,168913200,CREG,CREG,"11, 11, 0, []",11,11,0,1,0
98948,36318B106,GAXIQ,GAXIQ,"4, 4, 0, []",4,4,0,1,0
98949,74251V102,PFG,PFG,"19, 19, 0, []",19,19,0,1,0
99101,89376N108,TMYEQ,TMYEQ,"5, 5, 0, []",5,5,0,1,0
99123,00439T206,ACW,ACW,"18, 18, 0, []",18,18,0,1,0
99164,784277105,SIPN,SIPN,"1, 1, 0, []",1,1,0,1,0
99281,14173D103,CPYT,CPYT,"6, 6, 0, []",6,6,0,1,0
99287,58047P107,MCGC,MCGC,"14, 14, 0, []",14,14,0,1,0
99454,018535104,ABVA,ABVA,"7, 7, 0, []",7,7,0,1,0
99576,218352102,CORT,CORT,"16, 16, 0, []",16,16,0,1,0
99637,433507100,HIPPQ,HIPPQ,"6, 6, 0, []",6,6,0,1,0
99763,205750300,LODE,LODE,"12, 12, 0, []",12,12,0,1,0
99801,60037B205,MBVA,MBVA,"3, 3, 0, []",3,3,0,1,0
99928,055298103,BCBP,BCBP,"17, 17, 0, []",17,17,0,1,0
99970,37940G109,GSB,GSB,"19, 19, 0, []",19,19,0,1,0
99983,904572203,UNXLQ,UNXLQ,"9, 9, 0, []",9,9,0,1,0
100048,87609C105,TRGD,TRGD,"7, 7, 0, []",7,7,0,1,0
100098,89678J102,DSOX,DSOX,"11, 11, 0, []",11,11,0,1,0
100228,00215Q103,AROPQ,AROPQ,"14, 14, 0, []",14,14,0,1,0
100242,128246105,CVGW,CVGW,"19, 19, 0, []",19,19,0,1,0
100256,62943B105,NTS,NTS,"6, 6, 0, []",6,6,0,1,0
100263,40413R107,HCFB,HCFB,"10, 10, 0, []",10,10,0,1,0
100380,690370101,OSTK,OSTK,"17, 17, 0, []",17,17,0,1,0
100419,00766T100,ACM,ACM,"13, 13, 0, []",13,13,0,1,0
100435,88650R108,TONEQ,TONEQ,"7, 7, 0, []",7,7,0,1,0
100450,282812106,ECPN,ECPN,"9, 9, 0, []",9,9,0,1,0
100466,767292105,RIOT,RIOT,"11, 11, 0, []",11,11,0,1,0
100501,09060J106,BDSI,BDSI,"13, 13, 0, []",13,13,0,1,0
100658,89421B109,TA,TA,"14, 14, 0, []",14,14,0,1,0
100858,78648T100,SAFT,SAFT,"18, 18, 0, []",18,18,0,1,0
100900,499183804,KNOL,KNOL,"13, 13, 0, []",13,13,0,1,0
100953,55377A106,MTCT,MTCT,"6, 6, 0, []",6,6,0,1,0
100954,137143103,CNND,CNND,"18, 18, 0, []",18,18,0,1,0
101000,46004U300,ITNM,ITNM,"8, 8, 0, []",8,8,0,1,0
101057,G62185106,MRH,MRH,"13, 13, 0, []",13,13,0,1,0
101139,961765104,WHG,WHG,"18, 18, 0, []",18,18,0,1,0
101180,65336K103,NXST,NXST,"17, 17, 0, []",17,17,0,1,0
101287,631103108,NDAQ,NDAQ,"19, 19, 0, []",19,19,0,1,0
101336,36117V105,FTFT,FTFT,"11, 11, 0, []",11,11,0,1,0
101365,98136R101,WLGC,WLGC,"9, 9, 0, []",9,9,0,1,0
101370,74765E307,QTWWQ,QTWWQ,"14, 14, 0, []",14,14,0,1,0
101443,05990K106,BANC,BANC,"18, 18, 0, []",18,18,0,1,0
101727,425885100,HNNA,HNNA,"13, 13, 0, []",13,13,0,1,0
101745,004507208,ACIE,ACIE,"3, 3, 0, []",3,3,0,1,0
101799,44931J100,ICTV,ICTV,"10, 10, 0, []",10,10,0,1,0
101829,573331105,MMLP,MMLP,"18, 18, 0, []",18,18,0,1,0
101844,363225202,GALT,GALT,"17, 17, 0, []",17,17,0,1,0
102033,69354N106,PRAA,PRAA,"18, 18, 0, []",18,18,0,1,0
102214,149049504,CATS,CATS,"12, 12, 0, []",12,12,0,1,1
102347,062128103,BOFLQ,BOFLQ,"5, 5, 0, []",5,5,0,1,0
102466,112502109,BXXXQ,BXXXQ,"4, 4, 0, []",4,4,0,1,0
102474,88100A101,TEGR,TEGR,"3, 3, 0, []",3,3,0,1,0
102630,539570408,LPHCQ,LPHCQ,"3, 3, 0, []",3,3,0,1,0
102780,40637H109,HALO,HALO,"14, 14, 0, []",14,14,0,1,0
102891,72940R300,PSTI,PSTI,"12, 12, 0, []",12,12,0,1,0
102957,318916103,FBMS,FBMS,"13, 13, 0, []",13,13,0,1,0
103337,G0692U109,AXS,AXS,"17, 17, 0, []",17,17,0,1,0
103458,92769L101,VMED,VMED,"9, 9, 0, []",9,9,0,1,0
103556,163428105,CHTP,CHTP,"9, 9, 0, []",9,9,0,1,0
103563,23335C101,DTSI,DTSI,"13, 13, 0, []",13,13,0,1,0
103642,64111Q104,NTGR,NTGR,"17, 17, 0, []",17,17,0,1,0
103860,91821K101,VCGH,VCGH,"4, 4, 0, []",4,4,0,1,0
104015,14055X102,CSE,CSE,"11, 11, 0, []",11,11,0,1,0
104160,33610F109,FPO,FPO,"14, 14, 0, []",14,14,0,1,0
104225,00922R105,ATSG,ATSG,"17, 17, 0, []",17,17,0,1,0
104237,31985E202,FCFL,FCFL,"6, 6, 0, []",6,6,0,1,0
104378,966387409,WLL,WLL,"17, 17, 0, []",17,17,0,1,0
104493,37229P507,GTOPQ,GTOPQ,"5, 5, 0, []",5,5,0,1,0
104559,044103109,AHT,AHT,"17, 17, 0, []",17,17,0,1,0
104589,095602108,BLHI,BLHI,"1, 1, 0, []",1,1,0,1,0
104660,523234102,XPRT,XPRT,"7, 7, 0, []",7,7,0,1,0
104830,571157106,MRLN,MRLN,"16, 16, 0, []",16,16,0,1,0
104855,68619E208,ORGN,ORGN,"5, 5, 0, []",5,5,0,1,0
104912,G3933F105,GBLI,GBLI,"10, 10, 0, []",10,10,0,1,0
104936,744392101,PCMC,PCMC,"17, 17, 0, []",17,17,0,1,0
105078,00770C101,ADES,ADES,"5, 5, 0, []",5,5,0,1,0
105141,00484M106,ACOR,ACOR,"15, 15, 0, []",15,15,0,1,0
105358,88023U101,TPX,TPX,"17, 17, 0, []",17,17,0,1,0
105535,872960109,TNS,TNS,"8, 8, 0, []",8,8,0,1,0
105667,G05384105,AHL,AHL,"16, 16, 0, []",16,16,0,1,0
105874,29383P209,ENTN,ENTN,"6, 6, 0, []",6,6,0,1,0
105955,56624R108,MCHX,MCHX,"13, 13, 0, []",13,13,0,1,0
106019,460981301,INTX,INTX,"14, 14, 0, []",14,14,0,1,0
106037,55279B202,MEIP,MEIP,"16, 16, 0, []",16,16,0,1,0
106074,90338S201,HTM,HTM,"12, 12, 0, []",12,12,0,1,0
106122,052526100,AUSPF,AUSPF,"2, 2, 0, []",2,2,0,1,0
106180,090676107,BIOV.1,BIOV,"4, 4, 0, []",4,4,0,1,1
106207,37247D106,GNW,GNW,"16, 16, 0, []",16,16,0,1,0
106294,723761102,PBF.1,PBF,"8, 8, 0, []",8,8,0,1,0
106295,87163F106,SVR.1,SVR,"13, 13, 0, []",13,13,0,1,0
106430,23282W605,CYTK,CYTK,"16, 16, 0, []",16,16,0,1,0
106478,36471P207,GMTA.1,GMTA,"5, 5, 0, []",5,5,0,1,0
106481,06850R108,BTRX.,BTRX,"4, 4, 0, []",4,4,0,1,0
106482,049298102,ATLS.2,ATLS,"4, 4, 0, []",4,4,0,1,0
106512,57060D108,MKTX,MKTX,"16, 16, 0, []",16,16,0,1,0
106612,74269U203,PKT,PKT,"8, 8, 0, []",8,8,0,1,0
106625,29786P103,ETWC,ETWC,"1, 1, 0, []",1,1,0,1,0
106717,37933T308,GBGD,GBGD,"10, 10, 0, []",10,10,0,1,0
106782,803521103,SARA,SARA,"7, 7, 0, []",7,7,0,1,0
106789,62541B101,MFLX,MFLX,"13, 13, 0, []",13,13,0,1,0
106798,57636Q104,MA,MA,"18, 18, 0, []",18,18,0,1,1
106838,653339101,NEXT.2,NEXT,"5, 5, 0, []",5,5,0,1,1
106870,7171EP101,PCOP,PCOP,"4, 4, 0, []",4,4,0,1,0
106888,441060100,HSP,HSP,"11, 11, 0, []",11,11,0,1,0
106918,98416J118,XRM,XRM,"13, 13, 0, []",13,13,0,1,0
107063,91688T104,URZ,URZ,"8, 8, 0, []",8,8,0,1,0
107274,13126N200,CLWA,CLWA,"4, 4, 0, []",4,4,0,1,0
107491,202608105,CVGI,CVGI,"15, 15, 0, []",15,15,0,1,0
107503,74980D100,RTW,RTW,"15, 15, 0, []",15,15,0,1,0
107540,871628301,SES,SES,"12, 12, 0, []",12,12,0,1,0
107566,871546206,SMA,SMA,"10, 10, 0, []",10,10,0,1,0
107681,36188G102,GCT,GCT,"4, 4, 0, []",4,4,0,1,0
107685,73179V103,PPO,PPO,"10, 10, 0, []",10,10,0,1,0
107737,449172105,HY,HY,"12, 12, 0, []",12,12,0,1,0
107800,361652209,GFIG,GFIG,"11, 11, 0, []",11,11,0,1,0
108106,23254L405,CYCC,CYCC,"16, 16, 0, []",16,16,0,1,0
108205,03875P407,ARBX,ARBX,"6, 6, 0, []",6,6,0,1,0
108222,609839105,MPWR,MPWR,"16, 16, 0, []",16,16,0,1,0
108441,229663109,CUBE,CUBE,"16, 16, 0, []",16,16,0,1,0
108521,09063H107,BMR,BMR,"11, 11, 0, []",11,11,0,1,0
108675,205684202,CHCI,CHCI,"15, 15, 0, []",15,15,0,1,0
108711,55608B105,MIC,MIC,"16, 16, 0, []",16,16,0,1,0
108883,83600C103,SOHO,SOHO,"15, 15, 0, []",15,15,0,1,0
108976,85219W107,XSPY,XSPY,"11, 11, 0, []",11,11,0,1,0
108984,811656107,SBX,SBX,"8, 8, 0, []",8,8,0,1,0
109194,20581E104,CITP,CITP,"14, 14, 0, []",14,14,0,1,0
109223,447462102,HURN,HURN,"16, 16, 0, []",16,16,0,1,0
109316,00191G103,ARC,ARC,"16, 16, 0, []",16,16,0,1,0
109393,209034107,CNSL,CNSL,"15, 15, 0, []",15,15,0,1,0
109406,61945C103,MOS,MOS,"16, 16, 0, []",16,16,0,1,0
109437,58463J304,MPW,MPW,"15, 15, 0, []",15,15,0,1,0
109578,150870103,CE,CE,"16, 16, 0, []",16,16,0,1,0
109714,462594201,IWA,IWA,"6, 6, 0, []",6,6,0,1,0
109744,886374107,TDBK,TDBK,"8, 8, 0, []",8,8,0,1,0
110193,G54050102,LAZ,LAZ,"15, 15, 0, []",15,15,0,1,0
110715,226344208,CEQP,CEQP,"19, 19, 0, []",19,19,0,1,0
110727,025195405,ACLI,ACLI,"5, 5, 0, []",5,5,0,1,0
110951,989817101,ZUMZ,ZUMZ,"14, 14, 0, []",14,14,0,1,0
111529,42726X102,HBOS,HBOS,"5, 5, 0, []",5,5,0,1,0
111619,86176A104,SG.U,SGU,"24, 24, 0, []",24,24,0,1,1
111670,229016100,CRYO.,CRYO,"10, 10, 0, []",10,10,0,1,0
111734,21676P103,CPS,CPS,"15, 15, 0, []",15,15,0,1,1
111877,989696109,ZN,ZN,"12, 12, 0, []",12,12,0,1,0
112143,96949L105,WPZ,WPZ,"8, 8, 0, []",8,8,0,1,0
112214,761640309,REXN,REXN,"12, 12, 0, []",12,12,0,1,0
112231,37946R109,GLP,GLP,"15, 15, 0, []",15,15,0,1,0
112263,94799V935,WBMD.1,WBMD,"12, 12, 0, []",12,12,0,1,1
112287,261608103,DRC,DRC,"10, 10, 0, []",10,10,0,1,0
112550,00187E203,ATNY,ATNY,"9, 9, 0, []",9,9,0,1,0
112599,76131V202,RPAI,RPAI,"17, 17, 0, []",17,17,0,1,0
112861,47023A309,JMBA,JMBA,"13, 13, 0, []",13,13,0,1,0
112888,58501N101,MDVN,MDVN,"10, 10, 0, []",10,10,0,1,0
112945,50047H201,KONAQ,KONAQ,"14, 14, 0, []",14,14,0,1,0
113294,76131D103,QSR,QSR,"6, 6, 0, []",6,6,0,1,0
113342,007624307,ADXS,ADXS,"11, 11, 0, []",11,11,0,1,0
113402,65333R200,NXTYQ,NXTYQ,"3, 3, 0, []",3,3,0,1,0
113437,03071H100,AMSF,AMSF,"15, 15, 0, []",15,15,0,1,0
113671,18453H106,CCO,CCO,"15, 15, 0, []",15,15,0,1,0
113703,232577205,CYNO,CYNO,"12, 12, 0, []",12,12,0,1,0
113713,12618H309,CXG,CXG,"5, 5, 0, []",5,5,0,1,0
113880,227046109,CROX,CROX,"15, 15, 0, []",15,15,0,1,0
113914,867652406,SPWR,SPWR,"15, 15, 0, []",15,15,0,1,0
114086,21870U502,CORR,CORR,"13, 13, 0, []",13,13,0,1,0
114314,31620R303,FNF,FNF,"15, 15, 0, []",15,15,0,1,0
114472,52463G105,LEGC,LEGC,"6, 6, 0, []",6,6,0,1,0
114622,24276R206,DRSV,DRSV,"9, 9, 0, []",9,9,0,1,0
114646,02342J101,AMCP,AMCP,"3, 3, 0, []",3,3,0,1,0
114656,55977T109,MGYR,MGYR,"11, 11, 0, []",11,11,0,1,0
114682,23311P100,DCP,DCP,"15, 15, 0, []",15,15,0,1,1
114698,156732406,CERPQ,CERPQ,"5, 5, 0, []",5,5,0,1,0
114729,G5760D111,MAJCQ,MAJCQ,"6, 6, 0, []",6,6,0,1,0
114858,09057N300,BPTH,BPTH,"12, 12, 0, []",12,12,0,1,0
115103,29273V100,ET,ET,"14, 14, 0, []",14,14,0,1,0
115220,73935X765,PTE.1,PTE,"17, 17, 0, []",17,17,0,1,1
115238,75885Y107,RGP,RGP,"10, 10, 0, []",10,10,0,1,0
115338,89675K102,TCMIQ,TCMIQ,"4, 4, 0, []",4,4,0,1,0
115398,67035Q100,NCST,NCST,"4, 4, 0, []",4,4,0,1,0
115427,916896103,UEC,UEC,"12, 12, 0, []",12,12,0,1,0
115498,131476103,CLMT,CLMT,"15, 15, 0, []",15,15,0,1,0
115628,169656105,CMG,CMG,"15, 15, 0, []",15,15,0,1,0
115662,61748W108,MHGC,MHGC,"11, 11, 0, []",11,11,0,1,0
115685,876767104,CRXM,CRXM,"13, 13, 0, []",13,13,0,1,0
115720,86803X204,SUNW,SUNW,"11, 11, 0, []",11,11,0,1,0
115749,31620M106,FIS,FIS,"19, 19, 0, []",19,19,0,1,0
115761,032359309,AFSI,AFSI,"12, 12, 0, []",12,12,0,1,0
115919,444398101,HUGH,HUGH,"6, 6, 0, []",6,6,0,1,0
115985,50077C106,KRA,KRA,"12, 12, 0, []",12,12,0,1,0
116075,01674P107,ALB.,ALB,"24, 24, 0, []",24,24,0,1,1
116143,20451Q104,CODI,CODI,"14, 14, 0, []",14,14,0,1,0
116199,37947B103,GNET.2,GNET,"6, 6, 0, []",6,6,0,1,0
116256,921659108,VNDA,VNDA,"14, 14, 0, []",14,14,0,1,0
116302,629491101,NYX,NYX,"7, 7, 0, []",7,7,0,1,0
116314,04929Q102,ATLS,ATLS,"4, 4, 0, []",4,4,0,1,1
116480,02081G201,ATEC,ATEC,"13, 13, 0, []",13,13,0,1,0
116585,550351100,LUNA,LUNA,"13, 13, 0, []",13,13,0,1,0
116599,185860202,CBLI,CBLI,"12, 12, 0, []",12,12,0,1,0
116614,87157B103,SNCR,SNCR,"13, 13, 0, []",13,13,0,1,0
116822,46618D108,JGWEQ,JGWEQ,"5, 5, 0, []",5,5,0,1,0
116952,74966A104,ROIQ.1,ROIQ,"2, 2, 0, []",2,2,0,1,1
116954,743424103,PFPT,PFPT,"8, 8, 0, []",8,8,0,1,0
117045,379607104,GLRI.1,GLRI,"2, 2, 0, []",2,2,0,1,1
117063,81618T100,SIR,SIR,"6, 6, 0, []",6,6,0,1,0
