,cusip,tic,ticker,extraction_info,totals,extracted,errors
51936,97717X560,PUTW,PUTW,"0, 0, 0, []",0,0,0
51940,47103U209,JSMD,JSMD,"0, 0, 0, []",0,0,0
51944,47103U100,JSML,JSML,"0, 0, 0, []",0,0,0
51948,10575Q106,BZOF,BZOF,"0, 0, 0, []",0,0,0
51952,921946810,VIGI,VIGI,"0, 0, 0, []",0,0,0
51956,921946794,VYMI,VYMI,"0, 0, 0, []",0,0,0
51960,31866L309,FGM.,FGM,"0, 0, 0, []",0,0,0
51961,31866L200,FGL.,FGL,"4, 4, 0, []",4,4,0
51962,31866L507,FGV.,FGV,"0, 0, 0, []",0,0,0
51963,31866L408,FGU.,FGU,"0, 0, 0, []",0,0,0
51964,17163X104,FGB.,FGB,"0, 0, 0, []",0,0,0
51968,381430305,GSEU,GSEU,"0, 0, 0, []",0,0,0
51972,381430404,GSJY,GSJY,"0, 0, 0, []",0,0,0
51976,00875A109,AIFM,AIFM,"0, 0, 0, []",0,0,0
51981,89399X000,TA5,TA5,"0, 0, 0, []",0,0,0
51982,225847102,CRRTF,CRRTF,"0, 0, 0, []",0,0,0
51987,78468R747,SHE,SHE,"0, 0, 0, []",0,0,0
51991,29265G103,ECH.Z,ECHZ,"0, 0, 0, []",0,0,0
51994,293570107,ESVIF,ESVIF,"0, 0, 0, []",0,0,0
52006,047649108,ATKR,ATKR,"4, 4, 0, []",4,4,0
52015,44599K936,HDCC,HDCC,"0, 0, 0, []",0,0,0
52017,26924G805,IFLY,IFLY,"0, 0, 0, []",0,0,0
52021,26924G706,GAMR,GAMR,"0, 0, 0, []",0,0,0
52025,46138E834,DWIN,DWIN,"0, 0, 0, []",0,0,0
52029,92243L107,VXLLF,VXLLF,"0, 0, 0, []",0,0,0
52034,656357100,NRIS,NRIS,"0, 0, 0, []",0,0,0
52039,33738R878,FVC,FVC,"0, 0, 0, []",0,0,0
52043,74255Y201,PSET,PSET,"0, 0, 0, []",0,0,0
52047,74255Y300,PY,PY,"0, 0, 0, []",0,0,0
52051,92647N857,CEZ,CEZ,"0, 0, 0, []",0,0,0
52055,55303A105,MGP,MGP,"4, 4, 0, []",4,4,0
52061,28249U105,EIGR,EIGR,"6, 6, 0, []",6,6,0
52066,53046P109,LEXEA,LEXEA,"3, 3, 0, []",3,3,0
52074,47804J701,JHME,JHME,"0, 0, 0, []",0,0,0
52078,47804J883,JHMI,JHMI,"0, 0, 0, []",0,0,0
52082,47804J875,JHMS,JHMS,"0, 0, 0, []",0,0,0
52086,47804J867,JHMU,JHMU,"0, 0, 0, []",0,0,0
52090,47804J800,JHMA,JHMA,"0, 0, 0, []",0,0,0
52094,27888N109,ZEST,ZEST,"0, 0, 0, []",0,0,0
52098,87240Y102,TTP.,TTP,"0, 0, 0, []",0,0,0
52102,87239W109,THU.,THU,"0, 0, 0, []",0,0,0
52106,87239X107,TPU.,TPU,"0, 0, 0, []",0,0,0
52110,87809T106,THE.,THE,"4, 4, 0, []",4,4,0
52114,87809R100,TPE.,TPE,"0, 0, 0, []",0,0,0
52118,87818P103,TDB.,TDB,"0, 0, 0, []",0,0,0
52122,91099V938,8856B,8856B,"0, 0, 0, []",0,0,0
52124,132061870,JUNE,JUNE,"0, 0, 0, []",0,0,0
52125,59165J105,MCBS,MCBS,"0, 0, 0, []",0,0,0
52131,27888J108,ECSIF,ECSIF,"0, 0, 0, []",0,0,0
52144,46641Q704,JPEH,JPEH,"0, 0, 0, []",0,0,0
52147,46641Q506,JPIH,JPIH,"0, 0, 0, []",0,0,0
52150,301505855,GHE,GHE,"0, 0, 0, []",0,0,0
52151,301505863,GHS,GHS,"0, 0, 0, []",0,0,0
52153,45688C107,NGVT,NGVT,"4, 4, 0, []",4,4,0
52161,98585M108,YIN,YIN,"0, 0, 0, []",0,0,0
52166,46136U103,MHIVF,MHIVF,"0, 0, 0, []",0,0,0
52169,25490K265,ERYY,ERYY,"0, 0, 0, []",0,0,0
52170,25490K257,FAZZ,FAZZ,"0, 0, 0, []",0,0,0
52171,25490K240,TECZ,TECZ,"0, 0, 0, []",0,0,0
52172,97717X214,DVEM,DVEM,"0, 0, 0, []",0,0,0
52176,97717X131,IQDG,IQDG,"0, 0, 0, []",0,0,0
52180,40421B102,HIPCF,HIPCF,"0, 0, 0, []",0,0,0
52186,29278D105,ENIC,ENIC,"0, 0, 0, []",0,0,0
52192,29261D104,EOCA,EOCA,"0, 0, 0, []",0,0,0
52195,44054R103,HXH.,HXH,"0, 0, 0, []",0,0,0
52199,46436B102,XML.,XML,"0, 0, 0, []",0,0,0
52203,46436T103,XMY.,XMY,"0, 0, 0, []",0,0,0
52207,46436R107,XMS.,XMS,"0, 0, 0, []",0,0,0
52211,00782L107,APFH,APFH,"1, 1, 0, []",1,1,0
52217,37246B101,GNY.Z,GNYZ,"0, 0, 0, []",0,0,0
52218,00774U107,AGHC,AGHC,"21, 21, 1, ['04']",21,21,1
52223,45826J105,NTLA,NTLA,"4, 4, 0, []",4,4,0
52228,33739P509,RFAP,RFAP,"0, 0, 0, []",0,0,0
52232,33739P608,RFDI,RFDI,"0, 0, 0, []",0,0,0
52236,33739P806,RFEU,RFEU,"0, 0, 0, []",0,0,0
52240,78470P309,EMTL,EMTL,"0, 0, 0, []",0,0,0
52244,78470P200,STOT,STOT,"0, 0, 0, []",0,0,0
52248,84842N105,SHC.,SHC,"0, 0, 0, []",0,0,0
52251,37954Y889,CATH,CATH,"0, 0, 0, []",0,0,0
52255,38055D105,GDCRF,GDCRF,"0, 0, 0, []",0,0,0
52259,18383M167,OPD,OPD,"0, 0, 0, []",0,0,0
52260,233051499,DEMG,DEMG,"0, 0, 0, []",0,0,0
52263,00162Q494,BUZ,BUZ,"0, 0, 0, []",0,0,0
52266,84841T103,SHU.,SHU,"13, 13, 1, ['94']",13,13,1
52267,531229888,BATRK,BATRK,"0, 0, 0, []",0,0,0
52272,531229854,FWONK,FWONK,"0, 0, 0, []",0,0,0
52277,53199L939,LMCA.CM,LMCACM,"0, 0, 0, []",0,0,0
52284,55452R107,MKB.,MKB,"0, 0, 0, []",0,0,0
52288,55452P101,MGB.,MGB,"0, 0, 0, []",0,0,0
52292,55453X103,MFT.,MFT,"0, 0, 0, []",0,0,0
52296,55454N104,MUB.,MUB,"0, 0, 0, []",0,0,0
52300,84841X104,SHA.,SHA,"0, 0, 0, []",0,0,0
52302,84841W106,SHE.,SHE,"0, 0, 0, []",0,0,0
52305,71723F103,PZRXQ,PZRXQ,"1, 1, 0, []",1,1,0
52308,91851C201,EGY,EGY,"16, 16, 0, []",16,16,0
52320,55378T104,MIII,MIII,"0, 0, 0, []",0,0,0
52323,36870A108,GEMP,GEMP,"0, 0, 0, []",0,0,0
52328,032108102,IBUY,IBUY,"0, 0, 0, []",0,0,0
52332,44056R101,HXQ.,HXQ,"0, 0, 0, []",0,0,0
52336,46435G532,SDG,SDG,"0, 0, 0, []",0,0,0
52340,04521X208,AEEX,AEEX,"0, 0, 0, []",0,0,0
52342,G3402M102,FG,FG,"4, 4, 0, []",4,4,0
52348,71377L109,PHC,PHC,"14, 14, 0, []",14,14,0
52350,97717X198,WFIG,WFIG,"0, 0, 0, []",0,0,0
52354,97717X172,WFHY,WFHY,"0, 0, 0, []",0,0,0
52358,97717X156,SFIG,SFIG,"0, 0, 0, []",0,0,0
52362,97717X149,SFHY,SFHY,"0, 0, 0, []",0,0,0
52366,12326C105,BFST,BFST,"5, 5, 1, ['15']",5,5,1
52374,90171V204,TRWH,TRWH,"1, 1, 0, []",1,1,0
52377,51476W107,LCA.2,LCA,"0, 0, 0, []",0,0,0
52381,301505772,VMAX,VMAX,"0, 0, 0, []",0,0,0
52383,301505830,VMIN,VMIN,"0, 0, 0, []",0,0,0
52385,22164K101,COTV,COTV,"2, 2, 0, []",2,2,0
52390,40829T101,HMMR,HMMR,"0, 0, 0, []",0,0,0
52395,98979F107,ZOM,ZOM,"3, 3, 0, []",3,3,0
52398,37954Y764,MILN,MILN,"0, 0, 0, []",0,0,0
52402,74587B101,PLSE,PLSE,"3, 3, 0, []",3,3,0
52407,37955P200,GRP.PR.A,GRPPRA,"0, 0, 0, []",0,0,0
52409,459283107,COBAF,COBAF,"0, 0, 0, []",0,0,0
52414,37954Y798,BFIT,BFIT,"0, 0, 0, []",0,0,0
52418,37954Y772,LNGR,LNGR,"0, 0, 0, []",0,0,0
52422,45409B479,AGGP,AGGP,"0, 0, 0, []",0,0,0
52426,45409B487,AGGE,AGGE,"0, 0, 0, []",0,0,0
52430,00765F101,AAVVF,AAVVF,"0, 0, 0, []",0,0,0
52442,46138J759,OVLC,OVLC,"0, 0, 0, []",0,0,0
52445,44053E103,CAN.,CAN,"0, 0, 0, []",0,0,0
52449,67076E107,JHD,JHD,"0, 0, 0, []",0,0,0
52452,46641Q886,JPME,JPME,"0, 0, 0, []",0,0,0
52456,630104107,NH,NH,"4, 4, 0, []",4,4,0
52461,46435G623,CNDF,CNDF,"0, 0, 0, []",0,0,0
52463,46435G615,CNSF,CNSF,"0, 0, 0, []",0,0,0
52465,46435G599,ERGF,ERGF,"0, 0, 0, []",0,0,0
52467,46435G581,FNCF,FNCF,"0, 0, 0, []",0,0,0
52469,46435G573,MATF,MATF,"0, 0, 0, []",0,0,0
52471,46435G565,HCRF,HCRF,"0, 0, 0, []",0,0,0
52473,46435G557,INDF,INDF,"0, 0, 0, []",0,0,0
52475,46435G540,TCHF,TCHF,"0, 0, 0, []",0,0,0
52477,46435G631,UTLF,UTLF,"0, 0, 0, []",0,0,0
52479,33740Y101,FAAR,FAAR,"0, 0, 0, []",0,0,0
52483,05465L100,AXNVF,AXNVF,"0, 0, 0, []",0,0,0
52486,16954L105,COE,COE,"0, 0, 0, []",0,0,0
52491,452924400,IGPFF,IGPFF,"0, 0, 0, []",0,0,0
52504,17162D109,FPR.,FPR,"0, 0, 0, []",0,0,0
52508,17162G102,FLB.,FLB,"0, 0, 0, []",0,0,0
52512,05581X103,ZLE.,ZLE,"0, 0, 0, []",0,0,0
52516,44053G306,BMLA,BMLA,"0, 0, 0, []",0,0,0
52517,226534709,CRUJF,CRUJF,"0, 0, 0, []",0,0,0
52520,46435G524,IGRO,IGRO,"0, 0, 0, []",0,0,0
52524,98923T104,ZDGE,ZDGE,"4, 4, 0, []",4,4,0
52530,92499Y936,VRT.WI,VRTWI,"0, 0, 0, []",0,0,0
52535,G0084W101,ADNT,ADNT,"4, 4, 0, []",4,4,0
52542,43110A104,HHDS,HHDS,"0, 0, 0, []",0,0,0
52547,03835L108,APVO,APVO,"3, 3, 0, []",3,3,0
52552,00848K101,UAVS,UAVS,"0, 0, 0, []",0,0,0
52554,45783G201,EPRF,EPRF,"0, 0, 0, []",0,0,0
52558,064520109,BPRN,BPRN,"0, 0, 0, []",0,0,0
52566,816212104,SELB,SELB,"3, 3, 0, []",3,3,0
52571,499113108,KNTNF,KNTNF,"0, 0, 0, []",0,0,0
52574,90138F102,TWLO,TWLO,"4, 4, 0, []",4,4,0
52581,H00263105,ACIU,ACIU,"0, 0, 0, []",0,0,0
52586,92047W101,VVV,VVV,"4, 4, 0, []",4,4,0
52595,48086P100,NGQRF,NGQRF,"0, 0, 0, []",0,0,0
52621,35473P306,FLQD,FLQD,"0, 0, 0, []",0,0,0
52625,35473P108,FLQH,FLQH,"0, 0, 0, []",0,0,0
52629,35473P207,FLQE,FLQE,"0, 0, 0, []",0,0,0
52633,35473P405,FLQG,FLQG,"0, 0, 0, []",0,0,0
52637,75703X109,RDTMF,RDTMF,"0, 0, 0, []",0,0,0
52646,47580P103,JELD,JELD,"4, 4, 0, []",4,4,0
52654,453204109,PI,PI,"4, 4, 0, []",4,4,0
52661,00162Q528,RFDA,RFDA,"0, 0, 0, []",0,0,0
52665,00162Q510,RFFC,RFFC,"0, 0, 0, []",0,0,0
52669,87184Q107,SYRS,SYRS,"4, 4, 0, []",4,4,0
52674,43283X105,HGV,HGV,"4, 4, 0, []",4,4,0
52682,700517105,PK,PK,"4, 4, 0, []",4,4,0
52690,457464105,ISTT,ISTT,"0, 0, 0, []",0,0,0
52696,25460E869,SPDN,SPDN,"0, 0, 0, []",0,0,0
52700,47103U308,FITS,FITS,"0, 0, 0, []",0,0,0
52701,47103U407,OLD,OLD,"0, 0, 0, []",0,0,0
52705,47103U605,ORG,ORG,"0, 0, 0, []",0,0,0
52709,47103U506,SLIM,SLIM,"0, 0, 0, []",0,0,0
52713,26922A784,ADME,ADME,"0, 0, 0, []",0,0,0
52717,48283N106,KDMN,KDMN,"4, 4, 2, ['18', '17']",4,4,2
52722,53567X101,LN,LN,"0, 0, 0, []",0,0,0
52727,19761L300,ESGS,ESGS,"0, 0, 0, []",0,0,0
52731,19761L201,ESGN,ESGN,"0, 0, 0, []",0,0,0
52735,19761L102,ESGW,ESGW,"0, 0, 0, []",0,0,0
52739,49299X930,7438B,7438B,"0, 0, 0, []",0,0,0
52743,00162Q544,RFUN,RFUN,"0, 0, 0, []",0,0,0
52747,00162Q536,RFCI,RFCI,"0, 0, 0, []",0,0,0
52751,46434V514,CNYA,CNYA,"0, 0, 0, []",0,0,0
52755,33739P707,RFEM,RFEM,"0, 0, 0, []",0,0,0
52759,09625V107,BLP.,BLP,"0, 0, 0, []",0,0,0
52763,891054603,TORXF,TORXF,"0, 0, 0, []",0,0,0
52775,25490K190,HYDD,HYDD,"0, 0, 0, []",0,0,0
52778,46435G474,FALN,FALN,"0, 0, 0, []",0,0,0
52782,46435G441,HYXE,HYXE,"0, 0, 0, []",0,0,0
52786,68752L100,KIDS,KIDS,"3, 3, 0, []",3,3,0
52791,55453L109,MKC.,MKC,"27, 27, 0, []",27,27,0
52795,55453M107,MUS.,MUS,"0, 0, 0, []",0,0,0
52799,92207U101,VVL.,VVL,"0, 0, 0, []",0,0,0
52803,92207T104,VMO.,VMO,"0, 0, 0, []",0,0,0
52807,92207Q100,VVO.,VVO,"0, 0, 0, []",0,0,0
52811,922032107,VLQ.,VLQ,"0, 0, 0, []",0,0,0
52815,154130108,3CENMF,3CENMF,"0, 0, 0, []",0,0,0
52817,87266J104,TPIC,TPIC,"4, 4, 0, []",4,4,0
52823,005098108,GOLF,GOLF,"4, 4, 0, []",4,4,0
52831,82900L102,SMPL,SMPL,"3, 3, 0, []",3,3,0
52838,22027E409,CRRRF,CRRRF,"0, 0, 0, []",0,0,0
52841,03476L102,SOAN,SOAN,"0, 0, 0, []",0,0,0
52845,004892105,ACBM,ACBM,"0, 0, 0, []",0,0,0
52849,95827Q103,WGP.Z,WGPZ,"0, 0, 0, []",0,0,0
52851,17253G102,CTO.,CTO,"26, 26, 1, ['07']",26,26,1
52863,02073X105,APHE,APHE,"0, 0, 0, []",0,0,0
52866,22942F101,CRYFQ,CRYFQ,"0, 0, 0, []",0,0,0
52871,233051440,DESC,DESC,"5, 5, 0, []",5,5,0
52874,78468R119,XTH,XTH,"0, 0, 0, []",0,0,0
52878,78468R127,XWEB,XWEB,"0, 0, 0, []",0,0,0
52892,46435G516,ESGD,ESGD,"0, 0, 0, []",0,0,0
52896,46434G863,ESGE,ESGE,"0, 0, 0, []",0,0,0
52900,46137V415,OEW,OEW,"0, 0, 0, []",0,0,0
52903,95766P108,MNP,MNP,"0, 0, 0, []",0,0,0
52916,15199P939,CDEV.2,CDEV,"4, 4, 1, ['17']",4,4,1
52918,20084V306,CHUBK,CHUBK,"2, 2, 0, []",2,2,0
52922,874224207,TLND,TLND,"1, 1, 0, []",1,1,0
52928,18972D107,CEO.H,CEOH,"0, 0, 0, []",0,0,0
52941,013872106,AA,AA,"4, 4, 0, []",4,4,0
52950,09075A108,BIOV,BIOV,"4, 4, 0, []",4,4,0
52952,752378109,RNDB,RNDB,"3, 3, 0, []",3,3,0
52962,35969P109,FMAX,FMAX,"0, 0, 0, []",0,0,0
52964,49714P108,KNSL,KNSL,"4, 4, 0, []",4,4,0
52971,98585X104,YETI,YETI,"2, 2, 0, []",2,2,0
52976,30258D107,FOTV,FOTV,"0, 0, 0, []",0,0,0
52978,00768Y586,SCAP,SCAP,"0, 0, 0, []",0,0,0
52982,37954Y731,KRMA,KRMA,"0, 0, 0, []",0,0,0
52986,32051X108,FHB,FHB,"17, 17, 0, []",17,17,0
52998,05070R104,BOLD,BOLD,"3, 3, 0, []",3,3,0
53004,74366E102,PTGX,PTGX,"4, 4, 0, []",4,4,0
53009,25499E930,7491B,7491B,"0, 0, 0, []",0,0,0
53010,92940L103,WCFB,WCFB,"3, 3, 0, []",3,3,0
53020,33939L696,ESG,ESG,"0, 0, 0, []",0,0,0
53024,33939L688,ESGG,ESGG,"0, 0, 0, []",0,0,0
53028,30227M105,XOG,XOG,"3, 3, 3, ['17', '19', '18']",3,3,3
53033,G7606D115,RAHGF,RAHGF,"2, 2, 0, []",2,2,0
53040,132061706,EYLD,EYLD,"0, 0, 0, []",0,0,0
53044,62525M107,MULG,MULG,"0, 0, 0, []",0,0,0
53048,G7243H107,PMEHF,PMEHF,"0, 0, 0, []",0,0,0
53055,00773Q107,AIDM,AIDM,"0, 0, 0, []",0,0,0
53057,46138E859,DWLV,DWLV,"0, 0, 0, []",0,0,0
53060,97719H100,DQI.,DQI,"0, 0, 0, []",0,0,0
53064,97719D109,EHE.,EHE,"0, 0, 0, []",0,0,0
53068,97719G201,IQD.,IQD,"0, 0, 0, []",0,0,0
53072,97718Q200,HID.,HID,"0, 0, 0, []",0,0,0
53076,97719L101,DQD.,DQD,"0, 0, 0, []",0,0,0
53080,97718P111,DGR.,DGR,"0, 0, 0, []",0,0,0
53084,05502L105,AZRX,AZRX,"3, 3, 0, []",3,3,0
53088,00214Q500,PRNT,PRNT,"0, 0, 0, []",0,0,0
53092,00938A104,AIRG,AIRG,"4, 4, 0, []",4,4,0
53098,44053T100,HGC.,HGC,"0, 0, 0, []",0,0,0
53101,Y41053102,INSW,INSW,"4, 4, 0, []",4,4,0
53109,44053K109,HRA.,HRA,"0, 0, 0, []",0,0,0
53113,92852K200,OTTV,OTTV,"0, 0, 0, []",0,0,0
53117,558868105,MDGL,MDGL,"14, 14, 0, []",14,14,0
53121,25490K166,EUFL,EUFL,"0, 0, 0, []",0,0,0
53124,53566Q107,3LGCFF,3LGCFF,"0, 0, 0, []",0,0,0
53127,444904403,HMB.,HMB,"0, 0, 0, []",0,0,0
53136,00400R866,WBIR,WBIR,"0, 0, 0, []",0,0,0
53139,55304A104,MACQ,MACQ,"0, 0, 0, []",0,0,0
53142,52468L505,LVHI,LVHI,"0, 0, 0, []",0,0,0
53146,59515Q106,9628B,9628B,"0, 0, 0, []",0,0,0
53148,76156V202,RWWDF,RWWDF,"0, 0, 0, []",0,0,0
53152,04965B100,ATOM,ATOM,"3, 3, 0, []",3,3,0
53158,14141X108,CCN,CCN,"2, 2, 0, []",2,2,0
53163,150921104,CEGE,CEGE,"13, 13, 0, []",13,13,0
53165,44485Q203,EROX,EROX,"4, 4, 0, []",4,4,0
53169,26518Q102,EUGFF,EUGFF,"0, 0, 0, []",0,0,0
53180,63910B102,NLS,NLS,"21, 21, 0, []",21,21,0
53192,14068E208,CAPS,CAPS,"23, 23, 2, ['09', '07']",23,23,2
53204,45770X100,IFUL,IFUL,"0, 0, 0, []",0,0,0
53205,774515100,RCKY,RCKY,"24, 24, 0, []",24,24,0
53217,82981J109,SITC,SITC,"24, 24, 5, ['07', '19', '18', '02', '03']",24,24,5
53242,853612109,SMAN,SMAN,"12, 12, 1, ['08']",12,12,1
53243,423501105,HMGN,HMGN,"4, 4, 0, []",4,4,0
53249,165167107,CHK,CHK,"25, 25, 0, []",25,25,0
53261,786598300,SGA,SGA,"23, 23, 0, []",23,23,0
53273,225447101,CREE,CREE,"24, 24, 0, []",24,24,0
53286,42223C106,HSPO,HSPO,"3, 3, 0, []",3,3,0
53289,28622M100,WTRX,WTRX,"0, 0, 0, []",0,0,0
53291,25490K182,EUFS,EUFS,"0, 0, 0, []",0,0,0
53292,747545101,QCP,QCP,"2, 2, 0, []",2,2,0
53300,12799F932,CTWO.WI,CTWOWI,"0, 0, 0, []",0,0,0
53305,50218P107,LKSD,LKSD,"4, 4, 0, []",4,4,0
53313,25787G100,DFIN,DFIN,"4, 4, 0, []",4,4,0
53321,87832Q103,TECR,TECR,"0, 0, 0, []",0,0,0
53325,G5509L101,LIVN,LIVN,"5, 5, 0, []",5,5,0
53338,819320102,SHASF,SHASF,"0, 0, 0, []",0,0,0
53350,379336100,GLBL.1,GLBL,"2, 2, 0, []",2,2,0
53354,Y8172W107,STLR,STLR,"0, 0, 0, []",0,0,0
53356,84699X008,0116A,0116A,"0, 0, 0, []",0,0,0
53357,228903100,CRY,CRY,"24, 24, 0, []",24,24,0
53369,460588106,IPAH,IPAH,"12, 12, 1, ['06']",12,12,1
53370,101541100,BTF,BTF,"0, 0, 0, []",0,0,0
53378,913483103,UEIC,UEIC,"23, 23, 0, []",23,23,0
53391,26923G855,PMPT,PMPT,"0, 0, 0, []",0,0,0
53393,21241B100,CTRA,CTRA,"1, 1, 0, []",1,1,0
53396,G0177J108,AGN,AGN,"7, 7, 0, []",7,7,0
53408,09247D105,BKN,BKN,"0, 0, 0, []",0,0,0
53421,46130L109,IIC,IIC,"0, 0, 0, []",0,0,0
53426,46132P108,IIM,IIM,"0, 0, 0, []",0,0,0
53439,6706K4105,NPT,NPT,"0, 0, 0, []",0,0,0
53448,706582202,PENC,PENC,"0, 0, 0, []",0,0,0
53460,24610V103,VMM,VMM,"0, 0, 0, []",0,0,0
53473,246100101,VAZ,VAZ,"0, 0, 0, []",0,0,0
53478,24610T108,VFL,VFL,"0, 0, 0, []",0,0,0
53491,74255Y409,BTEC,BTEC,"0, 0, 0, []",0,0,0
53495,74255Y508,GENY,GENY,"0, 0, 0, []",0,0,0
53499,018626101,AMMA,AMMA,"0, 0, 0, []",0,0,0
53502,30257X104,FBK,FBK,"3, 3, 0, []",3,3,0
53514,88399L933,THAR,THAR,"0, 0, 0, []",0,0,0
53516,29267A203,HEVVQ,HEVVQ,"0, 0, 0, []",0,0,0
53520,29978A104,EVBG,EVBG,"4, 4, 0, []",4,4,0
53528,29472R108,ELS,ELS,"24, 24, 0, []",24,24,0
53553,67077N106,JHB,JHB,"0, 0, 0, []",0,0,0
53557,33739P871,HDMV,HDMV,"0, 0, 0, []",0,0,0
53561,74157K846,PRM,PRM,"15, 15, 0, []",15,15,0
53565,33739P889,HUSV,HUSV,"0, 0, 0, []",0,0,0
53569,88339J105,TTD,TTD,"4, 4, 0, []",4,4,0
53574,909911109,UBCP,UBCP,"24, 24, 1, ['09']",24,24,1
53598,78516C106,SCAC,SCAC,"0, 0, 0, []",0,0,0
53601,66988N106,NOVN,NOVN,"4, 4, 0, []",4,4,0
53605,75952R209,RELV,RELV,"23, 23, 21, ['99', '14', '18', '98', '97', '17', '11', '04', '06', '09', '05', '03', '19', '16', '07', '10', '13', '12', '15', '08', '00']",23,23,21
53617,26856L103,ELF,ELF,"3, 3, 0, []",3,3,0
53622,03835C108,APTI,APTI,"2, 2, 0, []",2,2,0
53627,276217106,NGT,NGT,"17, 17, 0, []",17,17,0
53633,867931602,SCON,SCON,"23, 23, 0, []",23,23,0
53645,444859102,HUM,HUM,"27, 27, 0, []",27,27,0
53670,31730E101,FLMMF,FLMMF,"0, 0, 0, []",0,0,0
53674,925602203,VICL,VICL,"0, 0, 0, []",0,0,0
53686,800111106,SDON,SDON,"0, 0, 0, []",0,0,0
53698,398132100,GSUM,GSUM,"0, 0, 0, []",0,0,0
53703,05367P100,AVID,AVID,"23, 23, 1, ['10']",23,23,1
53715,461202103,INTU,INTU,"24, 24, 0, []",24,24,0
53728,26924G854,FINQ,FINQ,"0, 0, 0, []",0,0,0
53729,40624Q203,HALL,HALL,"15, 15, 1, ['08']",15,15,1
53753,269388104,3ETRFF,3ETRFF,"0, 0, 0, []",0,0,0
53760,26924G862,IMED,IMED,"0, 0, 0, []",0,0,0
53761,25065D100,DESTQ,DESTQ,"23, 23, 1, ['13']",23,23,1
53773,694873100,PSUNQ,PSUNQ,"0, 0, 0, []",0,0,0
53783,824889109,SCVL,SCVL,"23, 23, 0, []",23,23,0
53796,88032L209,TENX,TENX,"24, 24, 0, []",24,24,0
53809,14070T102,CSTR,CSTR,"4, 4, 0, []",4,4,0
53819,04302Q109,ATMS,ATMS,"0, 0, 0, []",0,0,0
53822,03009T101,CSP,CSP,"0, 0, 0, []",0,0,0
53830,67061E104,NMT,NMT,"0, 0, 0, []",0,0,0
53843,67061F101,NPY,NPY,"0, 0, 0, []",0,0,0
53850,67061Q107,NMY,NMY,"0, 0, 0, []",0,0,0
53863,67061U108,NCL,NCL,"0, 0, 0, []",0,0,0
53868,67064R102,NPV,NPV,"0, 0, 0, []",0,0,0
53881,011311107,ALG,ALG,"24, 24, 1, ['03']",24,24,1
53893,245915103,DDF,DDF,"0, 0, 0, []",0,0,0
53906,595017104,MCHP,MCHP,"23, 23, 1, ['07']",23,23,1
53919,52170U207,LBIX,LBIX,"0, 0, 0, []",0,0,0
53931,101044105,BOMN,BOMN,"0, 0, 0, []",0,0,0
53935,41754X109,HGR.,HGR,"0, 0, 0, []",0,0,0
53938,471109108,JAH,JAH,"20, 20, 0, []",20,20,0
53947,168615102,CHS,CHS,"23, 23, 0, []",23,23,0
53960,00808Y307,AEMD,AEMD,"11, 11, 0, []",11,11,0
53973,76028H209,RPRX,RPRX,"21, 21, 1, ['10']",21,21,1
53983,11499Z933,2270B,2270B,"0, 0, 0, []",0,0,0
53989,25460E208,DULL,DULL,"0, 0, 0, []",0,0,0
53990,25460E109,SHNY,SHNY,"0, 0, 0, []",0,0,0
53992,381430529,GBIL,GBIL,"0, 0, 0, []",0,0,0
53996,038237103,APSG,APSG,"15, 15, 0, []",15,15,0
54000,55454L108,MXU.,MXU,"0, 0, 0, []",0,0,0
54004,761519008,8135A,8135A,"0, 0, 0, []",0,0,0
54016,55453N105,MWD.,MWD,"0, 0, 0, []",0,0,0
54020,559235403,MAGAA,MAGAA,"11, 11, 10, ['18', '17', '12', '10', '13', '14', '19', '11', '15', '16']",11,11,10
54033,55453P100,MEU.,MEU,"0, 0, 0, []",0,0,0
54037,359664109,FLGT,FLGT,"3, 3, 0, []",3,3,0
54042,88399Q932,FSTWD.1,FSTWD,"0, 0, 0, []",0,0,0
54043,40399H008,0160A,0160A,"0, 0, 0, []",0,0,0
54054,G0726L125,AHPA,AHPA,"0, 0, 0, []",0,0,0
54057,05945F103,BANF,BANF,"25, 25, 11, ['09', '13', '00', '06', '14', '11', '16', '10', '15', '08', '07']",25,25,11
54081,287711824,RCOM,RCOM,"5, 5, 0, []",5,5,0
54083,023111206,AMRN,AMRN,"0, 0, 0, []",0,0,0
54095,46435G433,SMMV,SMMV,"0, 0, 0, []",0,0,0
54099,9415EQ108,WFIFF,WFIFF,"0, 0, 0, []",0,0,0
54106,H1467J104,CB,CB,"24, 24, 0, []",24,24,0
54131,98979T206,ZPAS,ZPAS,"0, 0, 0, []",0,0,0
54134,89351T401,TRZBF,TRZBF,"0, 0, 0, []",0,0,0
54147,37954Y715,BOTZ,BOTZ,"0, 0, 0, []",0,0,0
54151,37954Y814,FINX,FINX,"0, 0, 0, []",0,0,0
54155,37954Y780,SNSR,SNSR,"7, 7, 0, []",7,7,0
54159,75899Q934,7534B,7534B,"0, 0, 0, []",0,0,0
54166,00773T101,ASIX,ASIX,"4, 4, 0, []",4,4,0
54174,23305L206,DZSI,DZSI,"18, 18, 0, []",18,18,0
54178,29414T105,EOSS,EOSS,"0, 0, 0, []",0,0,0
54181,91912H108,VNRCF,VNRCF,"0, 0, 0, []",0,0,0
54193,64065P102,NWRE,NWRE,"12, 12, 1, ['06']",12,12,1
54194,64156L101,NSU,NSU,"0, 0, 0, []",0,0,0
