,cusip,tic,ticker,extraction_info,totals,extracted,errors
49701,09255A100,MJI,MJI,"0, 0, 0, []",0,0,0
49709,09254N103,MCA,MCA,"0, 0, 0, []",0,0,0
49722,09254T100,MFT,MFT,"0, 0, 0, []",0,0,0
49735,09254V105,MIY,MIY,"0, 0, 0, []",0,0,0
49748,09255G107,MPA,MPA,"0, 0, 0, []",0,0,0
49761,749063103,QUMU,QUMU,"24, 24, 0, []",24,24,0
49773,98975W104,ZOLT,ZOLT,"18, 18, 1, ['99']",18,18,1
49780,750753402,RA.3,RA,"12, 12, 0, []",12,12,0
49785,48282T104,KAI,KAI,"24, 24, 3, ['14', '15', '16']",24,24,3
49797,42834P108,STLY,STLY,"25, 25, 3, ['08', '06', '07']",25,25,3
49809,63937X202,NAVB,NAVB,"15, 15, 0, []",15,15,0
49821,803893403,SATCQ,SATCQ,"0, 0, 0, []",0,0,0
49826,68699Y934,ORES,ORES,"0, 0, 0, []",0,0,0
49827,44052X102,HMA.,HMA,"17, 17, 0, []",17,17,0
49829,40251W408,GURE,GURE,"12, 12, 0, []",12,12,0
49841,53220K504,LGND,LGND,"24, 24, 0, []",24,24,0
49854,36734P101,GWIR,GWIR,"1, 1, 1, ['09']",1,1,1
49857,67061W104,NAZ,NAZ,"0, 0, 0, []",0,0,0
49870,67061X102,NPC,NPC,"0, 0, 0, []",0,0,0
49875,849163209,SPCHA,SPCHA,"19, 19, 2, ['08', '07']",19,19,2
49883,13605E101,KHD.Z,KHDZ,"0, 0, 0, []",0,0,0
49885,876664103,TCO,TCO,"24, 24, 2, ['08', '07']",24,24,2
49909,67524Q132,FEOVF,FEOVF,"0, 0, 0, []",0,0,0
49922,16115Q308,GTLS,GTLS,"23, 23, 0, []",23,23,0
49934,75903Q201,RGBD,RGBD,"12, 12, 0, []",12,12,0
49946,25475N201,DSTFF,DSTFF,"0, 0, 0, []",0,0,0
49948,01923A109,AHCI,AHCI,"15, 15, 0, []",15,15,0
49952,922907746,VTEB,VTEB,"0, 0, 0, []",0,0,0
49957,925317208,VRSOQ,VRSOQ,"0, 0, 0, []",0,0,0
49958,553477407,MRVC,MRVC,"21, 21, 0, []",21,21,0
49968,714157203,PESI,PESI,"23, 23, 4, ['19', '08', '01', '02']",23,23,4
49980,78423R105,SHFL,SHFL,"17, 17, 0, []",17,17,0
49986,740822309,PREZQ,PREZQ,"11, 11, 4, ['98', '99', '97', '00']",11,11,4
49987,490593100,KNTH,KNTH,"5, 5, 1, ['09']",5,5,1
49991,14888D208,CBIO,CBIO,"14, 14, 0, []",14,14,0
49999,760943100,RSCR,RSCR,"17, 17, 0, []",17,17,0
50002,205638109,CPWR.1,CPWR,"18, 18, 1, ['13']",18,18,1
50010,091826107,BBOX,BBOX,"22, 22, 0, []",22,22,0
50022,78454L100,SM,SM,"24, 24, 14, ['12', '18', '20', '15', '19', '13', '14', '10', '11', '08', '17', '06', '16', '09']",24,24,14
50035,895919108,TRIDQ,TRIDQ,"0, 0, 0, []",0,0,0
50040,91359V107,UVE,UVE,"13, 13, 2, ['10', '96']",13,13,2
50064,420781304,HAYZQ,HAYZQ,"0, 0, 0, []",0,0,0
50067,811904101,CKH,CKH,"24, 24, 0, []",24,24,0
50079,863902102,STU.2,STU,"14, 14, 3, ['09', '10', '08']",14,14,3
50085,292034204,EMPR,EMPR,"11, 11, 1, ['12']",11,11,1
50095,351680814,OAPH,OAPH,"0, 0, 0, []",0,0,0
50097,351680830,OEUH,OEUH,"0, 0, 0, []",0,0,0
50099,40425J101,HMSY,HMSY,"18, 18, 0, []",18,18,0
50111,697529303,PMTI,PMTI,"16, 16, 0, []",16,16,0
50117,98981X401,ZNCM,ZNCM,"10, 10, 0, []",10,10,0
50122,04915Q207,AIQ.H,AIQH,"0, 0, 0, []",0,0,0
50128,72764Y100,TUTR,TUTR,"14, 14, 0, []",14,14,0
50131,903899102,ULBI,ULBI,"25, 25, 1, ['13']",25,25,1
50144,46186X106,INVHY,INVHY,"12, 12, 0, []",12,12,0
50146,67101N106,NNJ,NNJ,"0, 0, 0, []",0,0,0
50154,67101Q109,NMP,NMP,"0, 0, 0, []",0,0,0
50160,67101R107,NNF,NNF,"0, 0, 0, []",0,0,0
50166,67101V108,NFL,NFL,"0, 0, 0, []",0,0,0
50169,16945G207,CCTR,CCTR,"0, 0, 0, []",0,0,0
50173,44919P508,IAC,IAC,"24, 24, 0, []",24,24,0
50186,268180403,DYNE,DYNE,"11, 11, 0, []",11,11,0
50191,693654105,PVFC,PVFC,"18, 18, 1, ['02']",18,18,1
50205,402635304,GPOR,GPOR,"19, 19, 1, ['02']",19,19,1
50217,31983A103,FCBC,FCBC,"23, 23, 0, []",23,23,0
50241,71400W304,POG.,POG,"0, 0, 0, []",0,0,0
50246,72302T100,PNPL,PNPL,"0, 0, 0, []",0,0,0
50247,50127T109,KURA,KURA,"0, 0, 0, []",0,0,0
50252,88631G205,CIIT,CIIT,"0, 0, 0, []",0,0,0
50256,44052V106,HGM.,HGM,"0, 0, 0, []",0,0,0
50261,60470J103,MIRN,MIRN,"0, 0, 0, []",0,0,0
50266,M0182P100,AITP,AITP,"0, 0, 0, []",0,0,0
50268,68235A200,OBMP,OBMP,"0, 0, 0, []",0,0,0
50272,67061T101,NIM,NIM,"0, 0, 0, []",0,0,0
50285,74683V100,PMG.1,PMG,"0, 0, 0, []",0,0,0
50286,746921105,PMN,PMN,"0, 0, 0, []",0,0,0
50287,23284F105,CTMX,CTMX,"5, 5, 0, []",5,5,0
50293,19762B202,XCEM,XCEM,"0, 0, 0, []",0,0,0
50298,46133G107,IQI,IQI,"0, 0, 0, []",0,0,0
50311,46435G755,IBMK,IBMK,"0, 0, 0, []",0,0,0
50316,46435G789,IBMJ,IBMJ,"0, 0, 0, []",0,0,0
50321,G6674U108,NVCR,NVCR,"5, 5, 0, []",5,5,0
50327,G8586W107,SWH.,SWH,"27, 27, 0, []",27,27,0
50340,029227105,ARA,ARA,"3, 3, 0, []",3,3,0
50345,71716A103,PMHC,PMHC,"0, 0, 0, []",0,0,0
50347,14055M106,CLAC,CLAC,"2, 2, 0, []",2,2,0
50349,79971N108,SPCI,SPCI,"0, 0, 0, []",0,0,0
50351,009905100,AKTAF,AKTAF,"0, 0, 0, []",0,0,0
50363,Y3864F108,ICP,ICP,"0, 0, 0, []",0,0,0
50364,G03926105,ANPFF,ANPFF,"0, 0, 0, []",0,0,0
50369,132061888,VAMO,VAMO,"0, 0, 0, []",0,0,0
50374,04650Y100,HOME,HOME,"3, 3, 0, []",3,3,0
50380,73071T107,PCLK,PCLK,"0, 0, 0, []",0,0,0
50382,75901B107,RGNX,RGNX,"5, 5, 0, []",5,5,0
50388,70975L107,PEN,PEN,"5, 5, 0, []",5,5,0
50395,G63637105,NBRV,NBRV,"3, 3, 0, []",3,3,0
50401,15671L109,CERC,CERC,"4, 4, 0, []",4,4,0
50407,05581B101,ZPW.,ZPW,"0, 0, 0, []",0,0,0
50412,05581C109,ZLI.,ZLI,"0, 0, 0, []",0,0,0
50417,05581A103,ZDH.,ZDH,"0, 0, 0, []",0,0,0
50422,05580X104,ZWE.,ZWE,"0, 0, 0, []",0,0,0
50427,74347B540,EUDV,EUDV,"0, 0, 0, []",0,0,0
50432,42824C109,HPE,HPE,"5, 5, 0, []",5,5,0
50439,74909E106,QHC,QHC,"3, 3, 0, []",3,3,0
50447,464291103,XSE.,XSE,"0, 0, 0, []",0,0,0
50452,46435H100,XSC.,XSC,"0, 0, 0, []",0,0,0
50457,032724106,ANAB,ANAB,"4, 4, 0, []",4,4,0
50463,05589G102,BRP,BRP,"0, 0, 0, []",0,0,0
50465,46138J569,BSML,BSML,"9, 9, 0, []",9,9,0
50466,46138J551,BSMM,BSMM,"0, 0, 0, []",0,0,0
50467,53634D203,LIQWF,LIQWF,"0, 0, 0, []",0,0,0
50471,37253Q108,GNST,GNST,"0, 0, 0, []",0,0,0
50473,36268Y106,GAIAV,GAIAV,"0, 0, 0, []",0,0,0
50475,78463X160,HDWX,HDWX,"0, 0, 0, []",0,0,0
50477,78463X178,HREX,HREX,"0, 0, 0, []",0,0,0
50478,83190L208,SMBK,SMBK,"16, 16, 1, ['08']",16,16,1
50486,25490K513,HAKK,HAKK,"0, 0, 0, []",0,0,0
50488,25490K497,HAKD,HAKD,"0, 0, 0, []",0,0,0
50490,25490K489,PILL.1,PILL,"11, 11, 1, ['06']",11,11,1
50492,25490K471,PILS,PILS,"0, 0, 0, []",0,0,0
50494,00687D101,IOTS,IOTS,"4, 4, 0, []",4,4,0
50500,62426E402,MPVDF,MPVDF,"0, 0, 0, []",0,0,0
50513,46434V423,KSA,KSA,"0, 0, 0, []",0,0,0
50518,557808102,MMRSF,MMRSF,"0, 0, 0, []",0,0,0
50525,87166A104,TAHT,TAHT,"0, 0, 0, []",0,0,0
50526,25433V105,DMTX,DMTX,"2, 2, 0, []",2,2,0
50530,69391D103,PSAV,PSAV,"0, 0, 0, []",0,0,0
50532,675742506,OCTI,OCTI,"3, 3, 1, ['11']",3,3,1
50536,34985Q100,FDCFF,FDCFF,"0, 0, 0, []",0,0,0
50548,00972G108,AKTX,AKTX,"2, 2, 0, []",2,2,0
50553,58501X208,MNRUF,MNRUF,"0, 0, 0, []",0,0,0
50561,381430503,GSLC,GSLC,"0, 0, 0, []",0,0,0
50566,52110H100,LAZY,LAZY,"1, 1, 0, []",1,1,0
50570,33939L753,LKOR,LKOR,"0, 0, 0, []",0,0,0
50575,33939L746,QLC,QLC,"0, 0, 0, []",0,0,0
50580,26923G806,UTES,UTES,"0, 0, 0, []",0,0,0
50585,74347B581,SPXE,SPXE,"0, 0, 0, []",0,0,0
50590,37959M203,BLKCF,BLKCF,"0, 0, 0, []",0,0,0
50603,74347B573,SPXN,SPXN,"0, 0, 0, []",0,0,0
50608,74347B565,SPXV,SPXV,"0, 0, 0, []",0,0,0
50613,60151C104,MCA.H,MCAH,"0, 0, 0, []",0,0,0
50625,74347B557,SPXT,SPXT,"0, 0, 0, []",0,0,0
50630,33740D107,FDEU,FDEU,"0, 0, 0, []",0,0,0
50635,11222T105,HIG.,HIG,"24, 24, 0, []",24,24,0
50640,68236D104,ONEQ.,ONEQ,"0, 0, 0, []",0,0,0
50645,74840M100,QCP.,QCP,"2, 2, 0, []",2,2,0
50647,927912105,VSCI,VSCI,"0, 0, 0, []",0,0,0
50655,05499M934,9574B,9574B,"0, 0, 0, []",0,0,0
50659,09099T935,BIOX.1,BIOX,"2, 2, 0, []",2,2,0
50660,46435R108,XFS.,XFS,"0, 0, 0, []",0,0,0
50665,46435L101,XFI.,XFI,"0, 0, 0, []",0,0,0
50670,46435M109,XFC.,XFC,"0, 0, 0, []",0,0,0
50675,381430206,GEM,GEM,"0, 0, 0, []",0,0,0
50680,47804J305,JHMC,JHMC,"0, 0, 0, []",0,0,0
50685,47804J404,JHMF,JHMF,"0, 0, 0, []",0,0,0
50690,47804J503,JHMH,JHMH,"0, 0, 0, []",0,0,0
50695,47804J107,JHML,JHML,"0, 0, 0, []",0,0,0
50700,988918108,ZICA,ZICA,"1, 1, 0, []",1,1,0
50702,47804J206,JHMM,JHMM,"0, 0, 0, []",0,0,0
50707,47804J602,JHMT,JHMT,"0, 0, 0, []",0,0,0
50712,45409B511,QGTA,QGTA,"0, 0, 0, []",0,0,0
50717,62857M105,MYOK,MYOK,"5, 5, 0, []",5,5,0
50723,01748H107,ABTX,ABTX,"5, 5, 0, []",5,5,0
50737,G0443N107,WAAS,WAAS,"4, 4, 0, []",4,4,0
50743,279870109,EDGE,EDGE,"0, 0, 0, []",0,0,0
50749,46641Q407,JPUS,JPUS,"0, 0, 0, []",0,0,0
50754,46435G722,HJPX,HJPX,"0, 0, 0, []",0,0,0
50759,78410A107,SDRYF,SDRYF,"0, 0, 0, []",0,0,0
50763,46435N107,XFA.,XFA,"0, 0, 0, []",0,0,0
50768,46435P102,XFF.,XFF,"0, 0, 0, []",0,0,0
50773,37499B931,7429B,7429B,"0, 0, 0, []",0,0,0
50775,53946R106,LDI,LDI,"0, 0, 0, []",0,0,0
50777,728137100,PLZZ,PLZZ,"0, 0, 0, []",0,0,0
50781,12650T104,CSRA,CSRA,"2, 2, 0, []",2,2,0
50786,518613203,LAUR,LAUR,"15, 15, 0, []",15,15,0
50791,307292201,FASDF,FASDF,"0, 0, 0, []",0,0,0
50794,46138J858,BSJN,BSJN,"0, 0, 0, []",0,0,0
50799,46138J825,BSCP,BSCP,"0, 0, 0, []",0,0,0
50804,81369Y878,XLFS,XLFS,"0, 0, 0, []",0,0,0
50805,81369Y860,XLRE,XLRE,"0, 0, 0, []",0,0,0
50810,46138E826,DWTR,DWTR,"0, 0, 0, []",0,0,0
50815,46138E339,SPMO,SPMO,"0, 0, 0, []",0,0,0
50820,73937B548,FXEP,FXEP,"0, 0, 0, []",0,0,0
50822,73937B522,FXJP,FXJP,"0, 0, 0, []",0,0,0
50824,46138E396,SPVU,SPVU,"0, 0, 0, []",0,0,0
50829,45781U103,INST,INST,"5, 5, 0, []",5,5,0
50837,828363101,SILV,SILV,"0, 0, 0, []",0,0,0
50841,45327U203,IMII,IMII,"0, 0, 0, []",0,0,0
50846,26443V101,DLTH,DLTH,"4, 4, 0, []",4,4,0
50852,72942A107,PLXP,PLXP,"5, 5, 0, []",5,5,0
50855,98415E300,XCOMQ,XCOMQ,"1, 1, 0, []",1,1,0
50858,Y95308105,WVE,WVE,"5, 5, 0, []",5,5,0
50864,92915B106,VYGR,VYGR,"5, 5, 0, []",5,5,0
50870,04238R106,AFI,AFI,"4, 4, 0, []",4,4,0
50875,29460X109,EQBK,EQBK,"0, 0, 0, []",0,0,0
50887,05464T104,AXSM,AXSM,"4, 4, 0, []",4,4,0
50893,863077103,STHJF,STHJF,"0, 0, 0, []",0,0,0
50899,66706L101,NRE,NRE,"4, 4, 0, []",4,4,0
50905,006903207,ADXDF,ADXDF,"0, 0, 0, []",0,0,0
50914,716013107,PTQMF,PTQMF,"0, 0, 0, []",0,0,0
50922,04301G201,ARTL,ARTL,"14, 14, 5, ['06', '09', '05', '08', '03']",14,14,5
50926,03753U106,APLS,APLS,"0, 0, 0, []",0,0,0
50930,75700L108,RRR,RRR,"4, 4, 0, []",4,4,0
50938,17187C102,CNNB,CNNB,"4, 4, 0, []",4,4,0
50942,20717F108,CONG,CONG,"0, 0, 0, []",0,0,0
50944,852234103,SQ,SQ,"5, 5, 0, []",5,5,0
50951,G14838109,MIME,MIME,"2, 2, 0, []",2,2,0
50958,12649L303,HAHA,HAHA,"0, 0, 0, []",0,0,0
50961,12649L204,CNHX,CNHX,"0, 0, 0, []",0,0,0
50966,233051523,ASHX,ASHX,"0, 0, 0, []",0,0,0
50971,67103T101,OSIIF.1,OSIIF,"0, 0, 0, []",0,0,0
50976,28866P108,MGEC,MGEC,"0, 0, 0, []",0,0,0
50978,07725L102,BGNE,BGNE,"5, 5, 0, []",5,5,0
50984,058592106,PINT,PINT,"0, 0, 0, []",0,0,0
50986,086346103,BSRAF,BSRAF,"0, 0, 0, []",0,0,0
50995,897787107,TRUK,TRUK,"0, 0, 0, []",0,0,0
50997,57665R106,MTCH,MTCH,"5, 5, 0, []",5,5,0
51004,67075N108,NVTRQ,NVTRQ,"0, 0, 0, []",0,0,0
51010,N5749R100,MRUS,MRUS,"0, 0, 0, []",0,0,0
51015,78468R788,SPYD,SPYD,"0, 0, 0, []",0,0,0
51020,358055101,FXT.Z,FXTZ,"0, 0, 0, []",0,0,0
51021,35086T109,FCPT,FCPT,"5, 5, 0, []",5,5,0
51028,65506L105,NBLX,NBLX,"4, 4, 4, ['17', '20', '18', '19']",4,4,4
51034,92853A102,VITA,VITA,"13, 13, 0, []",13,13,0
51036,045528106,AC,AC,"4, 4, 0, []",4,4,0
51043,37955H109,GBF.,GBF,"0, 0, 0, []",0,0,0
51044,238116206,DTSS,DTSS,"0, 0, 0, []",0,0,0
51049,78463X210,XINA,XINA,"0, 0, 0, []",0,0,0
51053,74641B105,BND.,BND,"0, 0, 0, []",0,0,0
51058,G97223104,WINS,WINS,"0, 0, 0, []",0,0,0
51065,693459208,PMVAU,PMVAU,"0, 0, 0, []",0,0,0
51066,Y71726106,PXS,PXS,"0, 0, 0, []",0,0,0
51072,97717X388,EDOM,EDOM,"0, 0, 0, []",0,0,0
51076,97717X487,EMSD,EMSD,"0, 0, 0, []",0,0,0
51079,97717X396,HDRW,HDRW,"0, 0, 0, []",0,0,0
51082,464289115,HACV,HACV,"0, 0, 0, []",0,0,0
51084,46435G714,HEFV,HEFV,"0, 0, 0, []",0,0,0
51086,46434G871,HEMV,HEMV,"0, 0, 0, []",0,0,0
51088,46435G680,HEUS,HEUS,"0, 0, 0, []",0,0,0
51090,46435G698,HEUV,HEUV,"0, 0, 0, []",0,0,0
51093,26924G870,ITEQ,ITEQ,"0, 0, 0, []",0,0,0
51098,33739Q507,FCVT,FCVT,"0, 0, 0, []",0,0,0
51103,18885T306,CLPR,CLPR,"3, 3, 0, []",3,3,0
51108,922060108,VNJA,VNJA,"0, 0, 0, []",0,0,0
51112,46138E768,IDLB,IDLB,"0, 0, 0, []",0,0,0
51117,46138E412,USLB,USLB,"0, 0, 0, []",0,0,0
51122,82455E107,SCCI,SCCI,"12, 12, 2, ['09', '10']",12,12,2
51124,26922A818,ALFI,ALFI,"0, 0, 0, []",0,0,0
51127,381430107,GSIE,GSIE,"0, 0, 0, []",0,0,0
51132,G06242104,TEAM,TEAM,"0, 0, 0, []",0,0,0
51139,949090104,WBT,WBT,"5, 5, 0, []",5,5,0
51148,33939L712,TLEH,TLEH,"0, 0, 0, []",0,0,0
51153,33939L720,TLDH,TLDH,"0, 0, 0, []",0,0,0
51158,97717X446,GSD,GSD,"0, 0, 0, []",0,0,0
51162,03077T108,AMQ,AMQ,"0, 0, 0, []",0,0,0
51164,70499A934,PBBI.1,PBBI,"4, 4, 0, []",4,4,0
51168,28621V101,ELVT,ELVT,"3, 3, 0, []",3,3,0
51173,46435G672,IAGG,IAGG,"0, 0, 0, []",0,0,0
51178,64045Y108,NEMFF,NEMFF,"0, 0, 0, []",0,0,0
51183,61199B934,MSDI.2,MSDI,"0, 0, 0, []",0,0,0
51186,33739Q606,PRME,PRME,"0, 0, 0, []",0,0,0
51190,45499E938,INPL,INPL,"0, 0, 0, []",0,0,0
51192,806870200,SMIT,SMIT,"24, 24, 0, []",24,24,0
51205,288664204,NXIFF,NXIFF,"0, 0, 0, []",0,0,0
51211,670712108,NYFX,NYFX,"10, 10, 2, ['08', '07']",10,10,2
51213,45845F100,BTLLF,BTLLF,"0, 0, 0, []",0,0,0
51217,30068X103,XGN,XGN,"0, 0, 0, []",0,0,0
51219,98585L100,YRD,YRD,"0, 0, 0, []",0,0,0
51225,52170Y100,IVWFF,IVWFF,"0, 0, 0, []",0,0,0
51230,284902509,EGO,EGO,"0, 0, 0, []",0,0,0
51242,26924G888,ETHO,ETHO,"0, 0, 0, []",0,0,0
51247,71677L106,PRHRQ,PRHRQ,"0, 0, 0, []",0,0,0
51253,74967R106,RMR,RMR,"5, 5, 0, []",5,5,0
51263,97717X420,HGSD,HGSD,"0, 0, 0, []",0,0,0
51267,75486K100,RAR.,RAR,"0, 0, 0, []",0,0,0
51268,33939L738,ASET,ASET,"0, 0, 0, []",0,0,0
51273,233051481,DEUS,DEUS,"0, 0, 0, []",0,0,0
51278,233051515,DEEF,DEEF,"0, 0, 0, []",0,0,0
51283,53099L930,LBTY.CM,LBTYCM,"0, 0, 0, []",0,0,0
51288,47632B102,JSYN,JSYN,"0, 0, 0, []",0,0,0
51293,50133S103,KSHB,KSHB,"0, 0, 0, []",0,0,0
51299,356390104,FRHC,FRHC,"0, 0, 0, []",0,0,0
51304,78468R796,SPYX,SPYX,"0, 0, 0, []",0,0,0
51309,78478D100,STGGQ,STGGQ,"4, 4, 0, []",4,4,0
51313,02072L409,QMOM,QMOM,"0, 0, 0, []",0,0,0
51318,26924G508,MJ,MJ,"0, 0, 0, []",0,0,0
51323,78468R770,ONEY,ONEY,"0, 0, 0, []",0,0,0
51328,962084109,WXIFF,WXIFF,"0, 0, 0, []",0,0,0
51333,78468R754,ONEV,ONEV,"0, 0, 0, []",0,0,0
51338,78468R762,ONEO,ONEO,"0, 0, 0, []",0,0,0
51343,25490K372,SICK,SICK,"0, 0, 0, []",0,0,0
51345,25490K117,GASX,GASX,"0, 0, 0, []",0,0,0
51350,25490K380,LABS.2,LABS,"5, 5, 0, []",5,5,0
51352,34959J108,FTV,FTV,"4, 4, 0, []",4,4,0
51359,905454104,UGHL,UGHL,"0, 0, 0, []",0,0,0
51362,92206P103,VI.,VI,"0, 0, 0, []",0,0,0
51367,92204G105,VIU.,VIU,"0, 0, 0, []",0,0,0
51372,694740200,PPEVF,PPEVF,"0, 0, 0, []",0,0,0
51385,09229E204,BLBX,BLBX,"0, 0, 0, []",0,0,0
51387,81727U105,SENS,SENS,"0, 0, 0, []",0,0,0
51392,46137V605,DJD,DJD,"0, 0, 0, []",0,0,0
51397,78463X152,NANR,NANR,"0, 0, 0, []",0,0,0
51402,05351W103,AGR,AGR,"5, 5, 0, []",5,5,0
51410,242315109,GAIMF,GAIMF,"0, 0, 0, []",0,0,0
51422,553443102,MPXEF,MPXEF,"0, 0, 0, []",0,0,0
51434,68235C107,OCX,OCX,"4, 4, 0, []",4,4,0
51440,G4418R101,HEBT,HEBT,"0, 0, 0, []",0,0,0
51445,02136K108,ARSEF,ARSEF,"0, 0, 0, []",0,0,0
51457,V0393H103,AZRE,AZRE,"0, 0, 0, []",0,0,0
51463,81374A105,SCWX,SCWX,"3, 3, 0, []",3,3,0
51469,46641Q605,JPEU,JPEU,"0, 0, 0, []",0,0,0
51474,92532W103,VSM,VSM,"3, 3, 0, []",3,3,0
51482,97717X297,DYB,DYB,"0, 0, 0, []",0,0,0
51487,97717X313,DYLS,DYLS,"0, 0, 0, []",0,0,0
51492,02072L300,IMOM,IMOM,"0, 0, 0, []",0,0,0
51497,69355W105,PREGF,PREGF,"0, 0, 0, []",0,0,0
51507,G16234109,BBU,BBU,"0, 0, 0, []",0,0,0
51514,00401C108,ACIA,ACIA,"4, 4, 0, []",4,4,0
51519,98475Y105,YRIV,YRIV,"9, 9, 0, []",9,9,0
51525,13740W107,CPP,CPP,"27, 27, 10, ['05', '06', '20', '18', '14', '13', '15', '17', '19', '16']",27,27,10
51527,67059N108,NTNX,NTNX,"3, 3, 0, []",3,3,0
51535,75101R100,RRFFF.,RRFFF,"0, 0, 0, []",0,0,0
51541,42704L104,HRI,HRI,"14, 14, 0, []",14,14,0
51549,G33856108,GSM,GSM,"0, 0, 0, []",0,0,0
51555,G8789K124,ABILF,ABILF,"0, 0, 0, []",0,0,0
51561,74373B109,PTI,PTI,"5, 5, 0, []",5,5,0
51567,52468L109,DDBI,DDBI,"0, 0, 0, []",0,0,0
51571,52468L208,EDBI,EDBI,"0, 0, 0, []",0,0,0
51575,52468L406,LVHD,LVHD,"0, 0, 0, []",0,0,0
51580,007628209,APTCF,APTCF,"0, 0, 0, []",0,0,0
51593,52468L307,UDBI,UDBI,"0, 0, 0, []",0,0,0
51597,518410105,LBLTF,LBLTF,"0, 0, 0, []",0,0,0
51602,784730103,SSRM,SSRM,"0, 0, 0, []",0,0,0
51614,75605A405,LEAD,LEAD,"0, 0, 0, []",0,0,0
51618,97717X255,EUMF,EUMF,"0, 0, 0, []",0,0,0
51622,97717X289,JNMF,JNMF,"0, 0, 0, []",0,0,0
51626,97717X271,DDLS,DDLS,"0, 0, 0, []",0,0,0
51630,97717X263,DDWM,DDWM,"0, 0, 0, []",0,0,0
51634,46435G656,DEFA,DEFA,"0, 0, 0, []",0,0,0
51638,46435G649,DEWJ,DEWJ,"0, 0, 0, []",0,0,0
51641,46435G664,DEZU,DEZU,"0, 0, 0, []",0,0,0
51644,873379101,TRHC,TRHC,"4, 4, 0, []",4,4,0
51649,92840Y106,VIST.2,VIST,"0, 0, 0, []",0,0,0
51651,849431101,SBPH,SBPH,"4, 4, 0, []",4,4,0
51657,40054A108,SUPV,SUPV,"0, 0, 0, []",0,0,0
51667,09784Y108,BNPUF,BNPUF,"0, 0, 0, []",0,0,0
51680,185063104,CLSD,CLSD,"3, 3, 0, []",3,3,0
51685,80599A932,7360B,7360B,"0, 0, 0, []",0,0,0
51688,44052U108,HCN.,HCN,"0, 0, 0, []",0,0,0
51692,67113P107,OTG,OTG,"0, 0, 0, []",0,0,0
51694,92189F577,GNRX,GNRX,"0, 0, 0, []",0,0,0
51697,78464A110,XITK,XITK,"0, 0, 0, []",0,0,0
51701,253748305,DFFN,DFFN,"11, 11, 0, []",11,11,0
51705,75605A504,DFND,DFND,"0, 0, 0, []",0,0,0
51709,75605A603,GARD,GARD,"0, 0, 0, []",0,0,0
51713,36164Y101,GCP,GCP,"5, 5, 0, []",5,5,0
51719,69012T206,OTLK,OTLK,"4, 4, 0, []",4,4,0
51725,05366U100,AVXS,AVXS,"3, 3, 0, []",3,3,0
51730,74641L103,PYF.,PYF,"0, 0, 0, []",0,0,0
51734,49877M108,KLRE,KLRE,"0, 0, 0, []",0,0,0
51736,08772P103,PVOTF,PVOTF,"0, 0, 0, []",0,0,0
51742,84725L309,SPZR,SPZR,"23, 23, 0, []",23,23,0
51750,40737W105,HBG.,HBG,"5, 5, 0, []",5,5,0
51754,74933L100,RLB.,RLB,"0, 0, 0, []",0,0,0
51758,74933H109,RXE.,RXE,"0, 0, 0, []",0,0,0
51762,74933P101,RLD.,RLD,"5, 5, 0, []",5,5,0
51766,74933M108,RLE.,RLE,"0, 0, 0, []",0,0,0
51770,74347B847,EMDV,EMDV,"0, 0, 0, []",0,0,0
51774,87357P100,TCMD,TCMD,"4, 4, 0, []",4,4,0
51779,15644G104,CTRC,CTRC,"22, 22, 0, []",22,22,0
51783,15136A102,CDEV,CDEV,"4, 4, 1, ['17']",4,4,1
51789,60855D101,MBRX,MBRX,"3, 3, 0, []",3,3,0
51793,28106W103,EDIT,EDIT,"5, 5, 0, []",5,5,0
51799,Q8922K105,PGLA,PGLA,"0, 0, 0, []",0,0,0
51802,86672D107,SETHF,SETHF,"0, 0, 0, []",0,0,0
51809,71678F108,PTRUF,PTRUF,"0, 0, 0, []",0,0,0
51813,30064C103,EXRTF,EXRTF,"0, 0, 0, []",0,0,0
51821,75615P103,RETA,RETA,"4, 4, 0, []",4,4,0
51827,19625F200,CCACU,CCACU,"0, 0, 0, []",0,0,0
51828,221015100,CRVS,CRVS,"4, 4, 0, []",4,4,0
51833,052776101,AIMM,AIMM,"12, 12, 0, []",12,12,0
51835,05582R105,ZLD.,ZLD,"0, 0, 0, []",0,0,0
51839,158520205,CHMP,CHMP,"20, 20, 4, ['07', '05', '08', '06']",20,20,4
51848,05581U109,ZLH.,ZLH,"0, 0, 0, []",0,0,0
51852,46090A804,GTO,GTO,"0, 0, 0, []",0,0,0
51856,872917109,TVIPF,TVIPF,"0, 0, 0, []",0,0,0
51868,81728J109,SRTS,SRTS,"4, 4, 1, ['19']",4,4,1
51877,87601A107,TRX,TRX,"0, 0, 0, []",0,0,0
51890,74365N103,PTIX,PTIX,"8, 8, 1, ['19']",8,8,1
51894,74347B532,FUT,FUT,"0, 0, 0, []",0,0,0
51898,26432K108,DUC,DUC,"0, 0, 0, []",0,0,0
51911,95766H106,HIF,HIF,"0, 0, 0, []",0,0,0
51917,04957F101,ATNAQ,ATNAQ,"0, 0, 0, []",0,0,0
51925,28661D102,ELIO,ELIO,"0, 0, 0, []",0,0,0
51927,132061805,SOVB,SOVB,"0, 0, 0, []",0,0,0
51931,11953Q106,BYBUF,BYBUF,"0, 0, 0, []",0,0,0
51932,69374H709,GCOW,GCOW,"0, 0, 0, []",0,0,0
